playerid,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO
15689,Luis Castillo,SEA,11,12,0,30,30,175.1,8.982889994,2.412547599,1.283269999,0.284796574,0.78285714,0.393004115,0.122549019,3.644486798,3.91,3.913628089,3.819234825,2.342348099,0.44992997,95.69790248,12.38451716,,,,0.18312325,95.70339388,-1.8751081,0.14320728,88.13068269,-6.442303043,0.22303922,85.76464384,3.963315081,,,,,,,,,,,,,,,,0.00070028,89.03027295,,119.5627023,99.88369352,72.18267974,,,,101.0510941,104.5451495,102.2863603,
15734,Brad Keller,- - -,0,4,1,16,2,41.1,6.967742632,3.266129359,1.959677615,0.291044776,0.70610687,0.5,0.183673469,5.443548931,4.74,5.682609062,4.644425375,-0.377214327,,,,0.37246964,93.97605741,-3.339605361,0.05263158,92.64533723,-3.052597228,,,,0.42510121,85.82487909,-5.184699841,0.01889339,81.65588161,0.228375766,,,,0.13090418,88.78019415,0.949058436,,,,,,,,98.33505155,85.57272727,73.45321429,77.61245714,121.5859487,,,,96.91495875,101.6054123,102.4255536,
15761,Joe Jiménez,ATL,1,5,3,69,0,68.2,10.74757321,3.014563218,0.262135932,0.259036145,0.72254335,0.419161676,0.028169014,2.62135932,2.51,2.33638266,3.52112926,1.818519354,0.46189164,94.63666439,7.447198253,,,,,,,0.04224059,89.14130435,1.209444311,0.49586777,84.6656467,9.370738231,,,,,,,,,,,,,,,,,65.06888889,,97.75596708,,106.0484733,,,,100.4804739,104.4984834,105.2300474,
15816,Devin Williams,MIL,1,0,14,22,0,21.2,15.78461585,4.569230903,0.415384628,0.25,0.92592593,0.432432432,0.071428571,1.246153883,2.11,2.058787438,2.435777496,0.839294314,0.53452685,94.6886401,3.664032273,0.01534527,89.85213216,0.413458675,,,,0.45012788,84.34357244,1.708871324,,,,,,,,,,,,,,,,,,,,180.1613636,,106.1244019,,,,49.9,,138.5877238,96.53299233,106.3544757,
15823,Zack Littell,TBR,8,10,0,29,29,156.1,8.117271053,1.784648246,1.266524561,0.310722101,0.78014184,0.340336134,0.108910891,3.62686579,4.34,3.882897712,4.007155913,2.263322115,0.22164119,92.53914048,3.853677075,,,,0.14762671,91.72467856,-2.812117677,,,,0.39903459,85.76267956,4.480619822,,,,,,,0.23129525,83.13005435,-4.002155256,,,,,,,0.00040225,,,54.07540984,67.39918478,102.3180948,,,103.5039931,81.47360999,103.5431104,98.82775987,
15849,Kent Emanuel,MIA,0,0,0,12,0,17.2,6.113208427,3.566038249,2.037736142,0.285714286,0.6557377,0.6,0.235294117,6.622642463,5.78,6.449499119,4.961054163,-0.428302974,,,,,,,0.58278146,89.52198375,-2.09319609,0.12913907,82.42019732,-2.814761255,0.28807947,76.0066395,0.421275958,,,,,,,,,,,,,,,,,72.32307692,,,78.22897727,107.6391753,,,,86.83907285,92.35993377,92.49403974,
15855,Wander Suero,HOU,0,1,0,1,0,0,0,0,0,1,0,0,0,0,677.9,3.166479778,3.166479778,0,,,,1,89.95815277,-0.471209854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.6,,189.6,137.2,137.1,
15873,Sean Manaea,NYM,12,6,0,32,32,181.2,9.115596841,3.121101092,1.040367031,0.245119306,0.74178935,0.37605042,0.102439024,3.467890102,3.75,3.832534861,4.0359939,2.776812077,0.30674232,92.22660501,12.71712996,0.13017356,87.13318309,5.307702031,0.25200267,92.70553601,9.639466655,0.11849132,85.53414943,-4.056454774,0.19259012,77.84627518,-0.43015312,,,,,,,,,,,,,,,,,82.83117647,,87.80389222,94.51387479,88.10292683,,83.79194313,,90.06804734,97.25958928,96.25576053,
15890,Luis Severino,NYM,11,7,0,31,31,182,7.961538462,2.967032967,1.137362637,0.282608696,0.73730469,0.459615384,0.122994652,3.906593407,3.88,4.210435822,4.121125778,2.102358341,0.35051903,96.34099673,-0.210808326,0.083391,92.9125389,3.196824655,0.24809689,95.69312238,9.627373517,0.07543253,86.24591456,-7.809682015,0.24256055,85.73178941,2.378255203,,,,,,,,,,,,,,,,,87.27142857,,100.9644878,90.27513966,142.9642537,,91.76480687,,106.9997577,100.6244029,101.3350294,
15905,Luis Torrens,NYM,0,0,0,1,0,0.1,0,0,0,0,1,1,0,0,1.81,3.166479778,3.166479778,0.001792672,1,60.59726969,0.214739684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15947,Ryne Stanek,- - -,7,3,7,63,0,55.1,10.89759249,4.066265855,1.301205073,0.289855072,0.67901235,0.331034482,0.114285714,4.879519025,3.44,4.142383583,4.175647236,-0.013597272,0.57215967,97.9493358,2.635683946,,,,0.04810645,95.79289603,0.361498442,,,,0.16479017,88.09119335,0.727672499,,,,,,,0.21494371,89.21069568,-3.242300522,,,,,,,,,,128.0875214,94.15,147.3119851,,,113.6099711,125.3171064,96.19786757,103.5975197,
15968,Brady Feigl,PIT,0,0,0,1,0,1.2,0,0,5.40000206,0.6,0.17857143,0.454545454,0.333333333,32.40001236,12.06,10.96648275,5.888095948,-0.060880266,0.63636364,92.71183559,-3.099164758,,,,,,,0.11363636,87.61934204,-0.824136861,,,,0.25,78.72091952,0.576682419,,,,,,,,,,,,,,36.2,60.7,85.1,,,,,,73.44318182,100.1886364,96.62045455,
16061,Cam Booser,BOS,2,3,1,43,0,42.2,9.070313852,3.375000503,1.054687657,0.302521008,0.8,0.303278688,0.083333333,3.375000503,3.56,3.799292373,4.402116784,0.288562834,0.40863309,95.41616005,-0.411720011,0.35107914,88.43492252,0.115496155,,,,,,,0.24028777,82.51968329,1.516022816,,,,,,,,,,,,,,,,,,,92.62517986,,91.43271605,,96.78838174,,93.74933921,100.3687225,98.79926579,
16074,Nick Burdi,NYY,1,0,0,12,0,9.2,11.17241894,8.379314203,0.931034911,0.19047619,0.95890411,0.272727272,0.083333333,1.862069823,3.67,5.442342895,5.974491506,-0.109577626,0.5952381,97.66472656,0.600485209,,,,0.0047619,99.7098999,-0.024242934,0.00952381,91.70315552,-0.582379594,0.39047619,88.37156417,0.913404074,,,,,,,,,,,,,,,,,156.25,,109.4808,70.1,137.8170732,,,,120.9566667,86.62761905,93.79095238,
16122,Jordan Romano,TOR,1,2,8,15,0,13.2,8.560976605,2.634146648,2.634146648,0.3,0.71428571,0.279069767,0.222222222,6.58536662,7.6,6.166480127,4.353027573,-0.308636725,0.47906977,96.57839995,-1.151318647,,,,,,,,,,0.52093023,86.50979178,-1.913318533,,,,,,,,,,,,,,,,,,,124.6407767,,141.7339286,,,,133.5451163,97.56837209,103.0283721,
16128,John Curtiss,COL,0,0,0,3,0,2.1,3.857143383,0,7.714286765,0.444444444,0.625,0.09090909,0.333333333,15.42857353,7.36,13.45219547,6.19735895,-0.176993653,0.44736842,94.03091251,-2.126799073,,,,,,,0.02631579,87.38890076,0.039364368,0.52631579,89.39438477,-1.725727979,,,,,,,,,,,,,,,,,108.7,,87.75294118,,89.135,,,,84.93947368,116.8157895,112.4447368,
16135,Brandon Leibrandt,CIN,0,0,0,2,0,6.1,7.105263515,2.842105406,4.263158109,0.363636364,0.68181818,0.56,0.375,9.94736892,3.75,8.692795845,4.44480625,-0.147358045,0.23931624,88.88048444,-3.589827098,0.27350427,84.07084656,-2.720906861,0.08547009,89.20291748,0.608059611,,,,,,,0.07692308,77.85187446,0.02311179,,,,0.32478632,78.71196546,1.798384022,,,,,,,,71.62105263,94.77777778,65.99677419,,69.2375,,,,69.0991453,106.6461538,97.66324786,
16137,Carlos Rodón,NYY,16,9,0,32,32,175,10.02857143,2.931428571,1.594285714,0.284424379,0.79180509,0.338297872,0.133620689,3.96,4.14,4.389336921,4.090970923,1.702263474,0.49097357,95.4451227,-0.162453756,0.03803997,92.05802271,-2.541916717,,,,0.12894907,85.42540039,5.747566979,0.25660864,86.79844535,-3.673738435,0.08542876,81.05064121,-2.876367249,,,,,,,,,,,,,,128.8615,103.1070039,113.8745265,,144.0475776,,99.91009174,,122.2347518,97.22791747,103.4868472,
16149,Aaron Nola,PHI,14,8,0,33,33,199.1,8.894649056,2.257525141,1.354515085,0.294444444,0.79,0.445229681,0.15625,3.566889723,3.72,3.944071771,3.443932698,3.160227299,0.275635,92.59702076,7.39332851,0.09187833,87.57834498,-7.487402439,0.20727501,91.64029997,-2.484860808,0.09626842,85.83631286,-5.138648964,,,,0.32894324,79.18623391,9.83733654,,,,,,,,,,,,,,77.70884354,,89.80222482,100.1711111,,134.9475122,68.53264605,,103.7535922,104.8955016,103.4976375,
16201,Justin Anderson,CHW,1,2,1,56,0,53.1,9.618752293,5.400001287,0.843750201,0.296551724,0.71052632,0.378378378,0.080645161,4.387501046,4.91,4.216480029,4.755439929,0.22378394,0.33157339,96.13156847,2.730053984,0.0781415,92.36850058,-0.832345046,0.13833157,94.94335192,-1.659973498,,,,0.45195354,85.70795305,-0.21550557,,,,,,,,,,,,,,,,,,,104.3331148,99.28195489,127.1068884,,74.36086957,,111.803871,97.60817204,98.95548387,
16207,Spencer Turnbull,PHI,3,0,0,17,7,54.1,9.607362188,3.312883513,0.993865054,0.233082707,0.83955224,0.474820143,0.12,2.65030681,4.05,3.847461389,3.803297345,0.66724541,,,,0.34934498,92.28418579,-1.426343702,0.12227074,93.48871722,-1.789523788,0.05349345,87.97233737,0.661173075,0.38537118,84.24077107,6.977063756,0.08951965,79.12242908,1.63942061,,,,,,,,,,,,,,124.7653061,103.2365854,92.33479624,88.1699115,126.8936325,,,,112.4633637,98.94281166,99.881513,
16233,Tejay Antone,CIN,0,0,0,4,0,2,9,18,0,0.4,0.66666667,0.4,0,4.5,6.33,7.166479778,8.678488185,-0.049132708,0.36956522,94.16669778,-0.118849512,,,,0.2173913,92.82156982,0.460856475,,,,0.26086957,84.4066925,-0.432923689,0.15217391,79.84511021,-1.02610752,,,,,,,,,,,,,,,98.2,56.2,69.04,119.6666667,,,,82.5972973,76.24054054,79.3972973,
16256,Kyle Freeland,COL,5,8,0,21,21,113.1,6.750000303,2.064705975,1.747058902,0.314606742,0.67588326,0.401595744,0.146666666,5.241176706,5.11,4.90471515,4.382373312,0.910486579,0.20011306,91.6418057,-4.182548355,,,,0.26851328,91.23755757,-6.579826821,0.11418881,85.63769531,-4.199443925,0.22781232,86.87491276,-4.571608368,0.18880724,83.47064465,0.183236673,,,,,,,,,,,,,0.00056529,60.79380165,,68.93156425,83.21059908,65.32860697,127.6864865,,,81.48258903,103.4797626,98.61187111,
16258,Aaron Bummer,ATL,4,3,0,56,0,55.1,11.22289415,2.927711516,0.32530128,0.385620915,0.72890026,0.597315436,0.071428571,3.578314075,2.8,2.226720526,2.521953763,1.09362638,0.09856263,93.72344971,1.625571486,0.0513347,87.62087891,-2.206879694,0.39835729,93.33873631,-1.242864378,0.01232033,84.62323507,0.209557686,0.41581109,82.47601273,2.379707463,0.02361396,82.41666313,-0.401037291,,,,,,,,,,,,,,82.76666667,121.5714286,88.22934783,87.87834225,118.1139241,,74.42857143,,100.6028602,101.3648305,98.47669492,
16269,John Means,BAL,2,0,0,4,4,20.2,6.96774215,0.870967769,0.870967769,0.237288136,0.80246914,0.183333333,0.058823529,2.612903306,4.68,3.311641073,4.541074295,0.470813751,0.375,90.57680664,0.937062245,,,,,,,0.284375,82.2316814,0.811581358,0.23125,84.63307644,1.269419134,0.109375,75.9394322,0.480840106,,,,,,,,,,,,,,88.76153846,,87.50416667,,83.13918919,87.82571429,,,86.8875,101.45,101.9521875,
16300,Jesus Tinoco,- - -,1,0,3,32,0,40.2,9.295083202,2.655738058,0.663934514,0.235294118,0.71428571,0.466666666,0.073170731,3.319672572,3.22,3.166479778,3.731865378,0.686350584,0.1257764,96.64663668,-3.551955245,0.00621118,92.53895569,0.455497038,0.30745342,96.25776441,3.175026659,0.03881988,90.04136932,0.820855808,0.52173913,86.68459792,9.022586703,,,,,,,,,,,,,,,,,99.67916667,,104.7346341,95.15632609,136.7994674,,115.2,,118.7822067,103.4874264,106.457337,
16306,Gerardo Reyes,OAK,0,0,0,3,0,4,4.5,6.75,0,0.307692308,0.57142857,0.307692307,0,4.5,5.64,4.416479778,6.684492388,0.003938992,0.60759494,95.0901591,-0.186827485,0.05063291,86.67690277,-0.579349931,,,,,,,0.32911392,83.69928448,0.210542057,,,,,,,,,,,,,,,,0.01265823,,,105.3428571,89,112.875,,141,,108.3038462,92.5025641,94.09615385,
16318,Ricardo Pinto,PHI,0,0,1,6,0,10.2,6.750000402,4.218750251,1.687500101,0.404761905,0.51724138,0.59090909,0.166666666,10.96875065,4.62,6.072729952,5.336239365,-0.138436511,0.07272727,94.12042236,-0.456379183,,,,0.45,92.68836806,-1.246519465,0.04090909,87.18273248,-0.15759952,0.09545455,85.78977167,-1.819697879,0.08181818,81.53866916,-1.434805278,,,,0.25909091,85.19233998,-2.44072967,,,,,,,,,,61.31764706,91.27857143,110.6739726,,,91.15,92.21772727,90.46318182,86.67136364,
16350,Ryan Borucki,PIT,0,0,0,14,0,11,10.63636548,3.27272784,1.63636392,0.387096774,0.55555556,0.5,0.25,7.36363764,7.32,4.530116378,3.266122273,-0.044543315,,,,,,,0.24712644,94.25830646,-1.890408579,0.12643678,84.89667858,-0.555846229,0.62643678,87.58805189,-0.8203049,,,,,,,,,,,,,,,,,79.63636364,,,100.4023256,111.0207447,,,,96.50517241,97.27241379,103.4511494,
16357,Pablo Reyes,BOS,0,0,0,1,0,1,0,9,0,0.25,1,0.25,0,0,7.18,6.166479778,9.190496591,-0.011194551,0.66666667,71.81034851,-0.312647019,,,,,,,0.16666667,41.37879944,-0.133471087,0.16666667,63.77019755,0.415393118,,,,,,,,,,,,,,,,,,-17.3,,,,,,,0.82,46.44,73.38,
16358,Tyler Mahle,TEX,0,1,0,3,3,12.2,7.105263515,2.842105406,0.710526351,0.325,0.68181818,0.43902439,0.066666666,4.97368446,3.75,3.798058757,4.562279277,0.187104225,0.52838428,91.5575042,-0.180321023,0.04803493,84.18257835,-0.156670518,,,,,,,0.12227074,84.1328561,0.106583945,,,,,,,0.30131004,85.5699799,-0.339240301,,,,,,,,,,89.24545455,,101.4096774,,82.625,80.24057971,87.94759825,105.3951965,100.1065502,
16400,Reynaldo López,ATL,8,5,0,26,25,135.2,9.81818145,2.786240682,0.663390639,0.287390029,0.86956522,0.39367816,0.075187969,1.990171916,3.94,2.915865537,3.439922898,3.520800337,0.55165877,95.70626747,14.0640915,,,,,,,0.03886256,86.31874643,-2.963695794,0.29383886,85.17554558,9.100654885,0.11563981,77.13517386,3.815969557,,,,,,,,,,,,,,75.12345679,83.52459016,91.42595156,,113.1625407,,,,96.3253953,102.0929085,101.334643,
16401,Yonny Chirinos,MIA,0,2,0,6,6,30,7.5,3.9,2.1,0.375,0.77235772,0.362745098,0.145833333,6.3,4.71,6.133146445,5.519026562,-0.172779068,0.1627451,92.94357116,-4.842266757,,,,0.30196078,92.6661805,-10.76724736,,,,0.38627451,85.15020225,1.615630273,0.00196078,75.72229767,-0.035048705,,,,0.14705882,85.58794271,0.166539632,,,,,,,,,,68.63176471,100.2385621,153.7094527,,,97.55,115.2266,97.339,97.6872,
16408,Victor González,NYY,2,1,2,27,0,23.1,4.242858415,5.014287217,1.157143204,0.149253731,0.68548387,0.550724637,0.115384615,3.857144013,5.18,5.952194899,5.965575698,-0.422849834,,,,0.12694301,87.57219587,1.255839374,0.47927461,93.38804899,2.66836343,0.2357513,86.31148051,-0.080783654,0.15803109,84.60664543,-0.625275895,,,,,,,,,,,,,,,,,73.51477273,,,94.2316092,89.28971963,,,,87.85799458,88.95691057,85.17208672,
16427,Scott Blewett,MIN,1,1,0,12,0,20.1,7.96721436,3.54098416,0.88524604,0.267857143,0.90517241,0.413793103,0.105263157,1.77049208,3.94,4.002545483,4.136717293,0.054076597,0.40625,93.60266677,-0.967130281,,,,,,,,,,0.371875,85.06438747,1.764750112,,,,,,,0.221875,85.2400762,1.711420365,,,,,,,,,,85.17846154,,81.5525,,,132.5114286,94.30940439,101.1683386,100.1595611,
16451,Luis Guillorme,- - -,0,0,0,3,0,3,0,6,3,0.25,0.43478261,0.538461538,0.25,12,5.75,9.499813112,7.182490987,-0.082600108,1,60.27860136,-1.358281076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3823529,65.41764706,83.08235294,
16466,Brent Honeywell,- - -,1,1,1,20,1,37.2,4.300885137,2.628318695,0.71681419,0.252173913,0.80882353,0.422413793,0.069767441,2.628318695,4.91,4.281524073,4.972223964,0.062308253,0.50918197,94.71769179,2.011281714,,,,0.01335559,94.94997311,0.479865041,0.0033389,84.39765167,0.190416738,0.23706177,85.66938868,3.931473847,,,,,,,,,,,,,0.23706177,80.54459703,-2.822557598,,126.4,,65.99013158,70.27777778,107.2564085,,,,79.46821883,99.45710332,92.50914189,
16502,Ryan Yarbrough,- - -,5,2,1,44,0,98.2,5.929054551,2.918919163,1.003378462,0.212230216,0.79107505,0.407801418,0.101851851,3.192567835,4.2,4.636074496,4.841786417,-0.053686798,0.16974901,86.80164762,-0.807817794,0.0990753,83.92201701,-6.436274007,0.30317041,86.03561155,12.63576797,0.15323646,77.33868198,0.668768644,0.27476882,71.3729295,6.272650972,,,,,,,,,,,,,,,,,74.41843972,95.41943927,83.75640418,66.46723933,,,95.064,,81.48742798,99.67368211,95.80726352,
16507,Dan Altavilla,KCR,0,1,0,5,1,3.2,12.27273269,7.363639616,2.454546539,0.363636364,0.39473684,0.545454545,0.333333333,14.72727923,6.01,7.257390676,4.949032898,-0.093893435,0.57831325,96.8248469,-1.51009452,,,,,,,0.04819277,91.2282505,0.418600418,0.37349398,90.44325502,-0.942918863,,,,,,,,,,,,,,,,,128.675,,117.8875,,97.74193548,,,,110.8831325,97.24578313,97.78915663,
16511,Jordan Montgomery,ARI,8,7,1,25,21,117,6.384615437,3.384615412,1.076923086,0.347043702,0.63854048,0.42278481,0.103703703,6.230769282,5.18,4.482719105,4.671788635,0.615522828,0.1726283,92.1014276,0.272801362,0.01814412,84.34958496,1.285378784,0.30844997,91.86806887,-12.58403451,0.19336444,83.16078591,-7.125665154,,,,0.30741317,79.30749285,-5.000575289,,,,,,,,,,,,,,97.21635389,106.448398,65.53413174,89.2507563,104.1791765,,,,92.3409889,98.62536399,96.30955382,
16512,Isiah Kiner-Falefa,TOR,0,0,0,2,0,2,0,9,0,0.142857143,0.66666667,0.285714285,0,4.5,6.25,6.166479778,9.190496591,-0.02336791,1,67.86120605,0.122542616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16561,Austin Gomber,COL,5,12,0,30,30,165,6.327272727,2.072727273,1.636363636,0.28962818,0.73142857,0.379888268,0.135135135,4.745454545,5.07,4.833146445,4.503848664,1.22694087,0.40328119,90.5319226,-13.51918275,,,,0.00152614,88.67672729,-0.267275956,0.20488363,81.17668325,-0.829625346,0.16673026,83.90282644,-0.751199383,0.22357879,77.68008079,-0.444263924,,,,,,,,,,,,,,82.10092937,,71.08648393,51.05,91.21121281,93.32084806,,,81.69584128,102.3657383,98.06112171,
16587,Erik Swanson,TOR,2,2,0,45,0,39.1,8.46610279,3.203390245,2.516949478,0.238095238,0.81460674,0.422413793,0.268292682,5.033898956,5.18,6.064785238,4.00526831,-0.665116668,0.49925037,93.88000892,3.239853099,,,,,,,,,,0.19190405,86.74435425,-2.063041538,,,,,,,0.30884558,84.89290049,-6.336796619,,,,,,,,,,80.4945122,,105.1785714,,,143.7642157,104.8077744,98.18582317,100.426372,
16609,Bryan Abreu,HOU,3,3,1,78,0,78.1,11.83404332,3.676595983,1.03404262,0.285714286,0.82938389,0.404371584,0.116883116,3.102127861,3.29,3.485628735,3.478283806,0.853081703,0.46307692,96.89746418,-2.175421502,,,,0.00076923,96.51799774,-1.451032639,0.00538462,90.05480085,-0.311478332,0.53076923,86.33912477,12.23269253,,,,,,,,,,,,,,,,,103.8833333,,129.2159933,,128.7837278,,,,128.8503524,97.35857478,103.5102584,
16610,J.P. Feyereisen,LAD,0,1,1,10,0,11,7.363637002,4.090909446,2.454545667,0.266666667,0.546875,0.333333333,0.1875,8.181818891,7.79,6.711934631,5.365764923,-0.201252013,0.47486034,91.89094669,-1.778335184,,,,,,,0.2849162,87.6755419,-0.581915479,0.24022346,84.48160429,0.389077511,,,,,,,,,,,,,,,,,107.9862745,,76.18941176,,108.4166667,,,,93.45195531,98.91340782,96.23184358,
16647,Ryan Thompson,ARI,7,5,2,67,0,66.1,7.055277734,2.03517627,0.67839209,0.296482412,0.73972603,0.614213197,0.111111111,3.256282031,4,3.302158196,3.347993053,0.890511692,0.10235415,92.50521484,-0.680082023,,,,0.64073695,91.09926617,5.504451353,,,,0.2569089,79.00959443,0.825737398,,,,,,,,,,,,,,,,,,,127.0316327,101.8156607,130.9445783,,,,111.7227083,101.4360417,105.7701042,
16703,Julian Merryweather,CHC,1,1,0,15,0,15,8.400001068,5.400000687,0,0.375,0.63333333,0.404255319,0,6.600000839,5.86,3.699813179,5.413422924,0.095686741,0.4375,96.26514903,-0.727614254,,,,,,,0.12132353,78.92205996,0.199248854,0.44117647,84.91540527,-3.732542939,,,,,,,,,,,,,,,,,89.76060606,,103.4285714,,112.8858156,,,,103.1959559,96.91213235,100.6349265,
16725,Jose Trevino,NYY,0,0,0,2,0,2,0,9,0,0.454545455,0.57142857,0.454545454,0,13.5,22.64,6.166479778,9.190496591,-0.021751126,0.62790698,57.28080241,-0.134920456,,,,,,,,,,0.06976744,56.6600647,-1.410177186,,,,,,,,,,0.30232558,57.89644681,-0.889002018,,,,,,,,,,,,,,,,
16727,Brock Stewart,MIN,0,0,0,16,0,15.2,11.48936287,4.595745147,1.148936287,0.351351351,0.69306931,0.358974358,0.142857142,5.17021329,4.08,3.804777715,3.496359664,0.094506532,0.44029851,97.20305052,-0.754936602,0.19402985,93.54394531,-0.069124848,0.10447761,96.46718924,1.247834634,0.01119403,89.3449707,-0.565348208,0.25,84.30900915,0.000660427,,,,,,,,,,,,,,,,,110.4333333,,118.7652174,85.34615385,141.1421875,,97.70909091,,117.6488971,98.27169118,100.5621324,
16754,Vinny Nittoli,- - -,0,1,0,9,0,12,6.000000477,1.500000119,0.75000006,0.257142857,0.94339623,0.333333333,0.055555555,1.500000119,3.34,3.416479798,4.601159168,0.078903696,,,,0.57865169,89.33143868,2.933049493,0.01123596,91.49974823,0.255611632,0.02808989,87.42767792,-0.11726328,0.29775281,82.34126714,0.296472147,0.08426966,81.42768148,-0.380889755,,,,,,,,,,,,,,47.175,134.8696296,,119.45,89.43236135,,64.11548544,,77.3529455,104.9733382,104.8723039,
16814,Tim Hill,- - -,4,0,0,62,0,67,4.164179934,2.552239315,0.26865677,0.316455696,0.69327731,0.682203389,0.054054054,3.358209624,3.56,3.569464933,4.016395038,0.494999468,0.25813008,90.7686931,-1.037753977,,,,0.68800813,88.69183611,6.513106819,,,,0.05182927,82.22654335,-2.401964344,,,,,,,,,,,,,,,,0.00203252,,,107.4375152,103.3754616,157.0705882,,,,107.2546631,104.4689288,99.42023729,
16835,Brennan Bernardino,BOS,4,3,0,57,3,51,9.882356267,3.882354248,1.058823886,0.323529412,0.76149425,0.45323741,0.130434782,4.058824896,3.88,4.146872265,3.981232733,0.203982554,,,,0.18023256,85.90937815,0.436913777,0.46627907,91.54316723,-0.69140948,,,,0.35348837,79.08124884,-1.983020175,,,,,,,,,,,,,,,,,,91.64370861,,83.717,82.20851064,,131.7288235,,91.56533709,97.37034425,93.1426011,
16866,Reed Garrett,NYM,8,5,4,53,0,57.1,13.02907179,4.709303057,0.941860611,0.349206349,0.73369565,0.442748091,0.130434782,3.767442445,3.19,3.306014684,3.158672568,0.902877688,0.17040816,96.95459277,-6.192770008,,,,0.12244898,96.50102539,-1.17494864,,,,0.43469388,88.79516028,4.367832754,0.00102041,85.57700348,0.324002445,,,,0.27142857,88.37714403,4.448050339,,,,,,,,,,126.8024845,91.42393162,123.5358804,,104.4513043,121.7096525,117.8378758,92.81302605,96.73476954,
16918,Luke Weaver,NYY,7,3,4,62,0,84,11.03571629,2.785714792,1.071428766,0.223404255,0.79411765,0.364102564,0.109890109,2.892857668,3.31,3.333146475,3.423536551,1.018431664,0.48107715,95.77221421,6.021758117,0.2147016,91.39940413,3.027709048,,,,0.27729258,88.68106135,3.395746402,0.01455604,89.85239868,0.777891718,0.01237263,82.74574908,0.116421882,,,,,,,,,,,,,,106.9551181,,142.2743243,,,92.16363636,109.6480645,,124.8839156,99.34556041,104.2426492,
16929,Touki Toussaint,CHW,1,2,0,11,0,23,10.17391473,7.043479429,1.173913238,0.463768116,0.70281124,0.513888888,0.176470588,7.434783842,5.64,5.079523574,4.501442735,-0.146696806,0.06720978,91.79297615,-1.197001573,,,,0.29735234,91.380545,-3.607989751,,,,,,,0.26069246,75.70236206,-0.428596046,,,,0.37474542,85.89732294,-5.962410979,,,,,,,,,106.2796875,49.83684211,88.24146341,36,,,71.6021978,81.92627291,89.2904277,90.4808554,
16933,Elieser Hernández,- - -,0,1,0,9,1,15.2,4.595745147,2.872340717,2.872340717,0.195652174,0.66666667,0.215686274,0.166666666,6.319149577,6.29,7.251586576,5.997985524,-0.19526127,0.44621514,91.94078936,-0.841156196,,,,0.05577689,91.22576468,-0.33512938,0.18326693,85.03245743,1.709481303,0.31075697,83.43449676,-3.19710239,0.00398406,74.72540283,-0.048322156,,,,,,,,,,,,,,83.12391304,,78.63577982,63.9,86.7,,80.84225352,,79.29168847,100.5351081,98.8382217,
16942,Luis F. Ortiz,PHI,0,0,0,1,0,0.2,0,0,0,0.75,0.33333333,0.75,0,27.00002816,10.57,3.166479778,3.166479778,0.006576624,,,,,,,0.4,94.31915283,0.248484645,,,,0.5,81.60402222,-0.377071552,0.1,80.10089874,-0.486331314,,,,,,,,,,,,,,,105.2,38.2,91.6,145.3,,,,114.47,107.7,103.79,
16943,Sean Newcomb,OAK,1,0,0,7,0,10,6.300000601,7.200000687,1.800000172,0.259259259,0.72368421,0.5,0.2,6.300000601,5.53,7.06648015,5.978488453,-0.226183802,0.47282609,93.87452294,-2.031101249,,,,0.11956522,93.29632013,0.635622535,0.03804348,85.45760672,0.287674587,0.20652174,82.5695351,-1.003378842,0.16304348,79.50620931,0.003667928,,,,,,,,,,,,,,94.87142857,103.8076923,98.7137931,90.25909091,,,,,99.34456522,89.38695652,91.91576087,
16944,Grant Holmes,ATL,2,1,0,26,7,68.1,9.219512881,1.975609903,0.921951288,0.313829787,0.76502732,0.438144329,0.093333333,3.556097826,3.46,3.195748073,3.523562202,1.175666481,0.38574219,94.53659019,4.681114212,0.07421875,92.75070672,-2.374204572,,,,0.00390625,91.1910038,0.048787117,0.32226563,86.52276574,2.323796019,0.21386719,84.05282802,2.132614706,,,,,,,,,,,,,,59.15625,105.2682864,80.66865219,,117.8482503,,93.68852259,,98.29038128,100.1914262,100.828277,
16959,Eddy Alvarez,NYM,0,0,0,1,0,1,9,0,0,0.333333333,1,0.333333333,0,0,5.01,4.166479778,5.678488185,-0.000398103,1,63.52572867,-0.380009003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,-64.9,,,-197.8,,,,-132.8846154,60.8,6.938461538,
