Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2022 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV,,playerid
Joe Smith,RP,R,R,MIN,39,13.091,-0.836775601,,,0,,,,,,,,3281
Miguel Sanó,1B/DH,R,R,MIN,30,7.066,-0.91576159,,1,5000000,5000000,,,,,,,12164
Ian Kennedy,RP,R,R,ARI,38,13.124,-0.951471806,,,0,,,TEX,1,508063,508063,,6986
Franmil Reyes,DH/RF,R,R,CHC,27,4.115,-0.957936943,,,0,,,KCR,1,2000000,2000000,,14566
Jonathan Villar,3B/2B/SS,S,R,LAA,32,7.113,-1.210831046,,,0,,,,,,,,10071
Kole Calhoun,RF/LF,L,L,TEX,35,9.130,-1.262881756,,,0,,,SEA,1,0,,,11200
Robinson Chirinos,C,R,R,BAL,39,10.022,-1.304671884,,,0,,,,,,,,3142
Yoshi Tsutsugo,1B/DH,L,R,PIT,31,2.095,-1.338501811,,,0,,,TEX,1,0,,,27459
Robinson Canó,2B/DH,L,R,ATL,40,15.076,-1.379742384,,,0,,,,,,,,3269
Jimmy Nelson,RP,R,R,LAD,34,8.107,,,,0,,,LAD,1,1200000,1200000,,10547
Trevor Rosenthal,RP,R,R,MIL,33,8.078,,,,0,,,DET,1,0,,,10745
Casey Sadler,RP,R,R,SEA,32,4.035,,,,0,,,SEA,1,0,,,11209
Luke Jackson,RP,R,R,ATL,31,6.019,,,,0,,,SFG,2,11500000,5750000,,11752
Leonys Martin,CF/RF/LF,L,R,JPN,35,6.081,,,,0,,,SEA,1,0,,,11846
Scott McGough,RP,R,R,JPN,33,,,,,0,,,ARI,2,6250000,3125000,,12056
Drew Rucinski,SP,R,R,KBO,34,0.162,,,,0,,,OAK,1,3000000,3000000,,12499
Joe Ross,SP,R,R,WSN,30,6.018,,,,0,,,SFG,1,0,,,12972
Alex Reyes,RP,R,R,STL,28,5.056,,,,0,,,LAD,1,1100000,1100000,,15015
Michael Conforto,RF/LF,L,R,NYM,30,6.043,,,1,12000000,12000000,,SFG,2,36000000,18000000,,16376
Josh James,RP,R,R,HOU,30,3.110,,,,0,,,,,,,,16794
Nick Anderson,RP,R,R,TBR,32,3.153,,,,0,,,ATL,1,875000,875000,,18337
Kyle Funkhouser,RP,R,R,DET,29,2.133,,,,0,,,TEX,1,0,,,19456
Masataka Yoshida,LF,L,R,JPN,29,0.000,,,,0,,,BOS,5,90000000,18000000,,31837
Kodai Senga,SP,L,R,JPN,30,,,,,0,,,NYM,5,75000000,15000000,,31838
Shintaro Fujinami,SP,R,R,JPN,29,,,,,0,,,OAK,1,3250000,3250000,,31839
Will Harris,RP,R,R,WSN,38,9.102,,,,0,,,,,,,,3192
Danny Duffy,SP,L,L,LAD,34,11.085,,,,0,,,TEX,1,0,,,3542
Tyler Chatwood,RP,R,R,JPN,33,10.037,,,,0,,,PIT,1,0,,,4338
Wilmer Font,SP,R,R,KBO,33,3.085,,,,0,,,SDP,1,0,,,5257
Julio Teheran,SP,R,R,DET,32,9.062,,,,0,,,SDP,1,0,,,6797
Julio Teheran,SP,R,R,DET,32,9.062,,,,0,,,MIL,1,1500000,1500000,,6797
Deolis Guerra,RP,R,R,OAK,34,4.071,,,,0,,,OAK,1,0,,,8410
