Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,playerid,MLBAMID
Zack Wheeler,PHI,13,6,0,32,32,192,9.9375,1.828125,0.9375,0.291913215,0.71276596,0.41221374,0.0990099,95.96222816,3.609375,3.18,3.150873693,3.536170851,5.931493282,Zack Wheeler,10310,554430
Spencer Strider,ATL,20,5,0,32,32,186.2,13.54821502,2.796428724,1.060714344,0.315521628,0.7025247,0.34057971,0.121546961,97.3760989,3.857143067,3.09,2.853254623,2.924272489,5.465874195,Spencer Strider,27498,675911
Gerrit Cole,NYY,15,4,0,33,33,209,9.559808612,2.066985646,0.861244019,0.261450382,0.80434783,0.396296296,0.094339622,96.83374784,2.626794258,3.48,3.164131269,3.597196206,5.388150692,Gerrit Cole,13125,543037
Sonny Gray,MIN,8,8,0,32,32,184,8.951086957,2.690217391,0.391304348,0.294820717,0.76773567,0.473267326,0.051948051,92.84131494,2.788043478,3.66,2.825692533,3.644258675,5.365796566,Sonny Gray,12768,543243
Zac Gallen,ARI,17,9,0,34,34,210,9.428571429,2.014285714,0.942857143,0.300724638,0.73135755,0.417832167,0.109452736,93.51585605,3.471428571,4.16,3.264564169,3.485153229,5.169271469,Zac Gallen,19291,668678
Kevin Gausman,TOR,12,9,0,31,31,185,11.52972973,2.675675676,0.924324324,0.320712695,0.76646091,0.426406926,0.107344632,94.64582332,3.162162162,3.85,2.968553873,3.2152742,5.148777008,Kevin Gausman,14107,592332
Logan Webb,SFG,11,13,0,33,33,216,8.083333333,1.291666667,0.833333333,0.301666667,0.73684211,0.621138211,0.153846153,92.66995644,3.25,3.63,3.162447767,2.953816878,4.91228199,Logan Webb,17995,657277
Zach Eflin,TBR,16,8,0,31,31,177.2,9.422138567,1.215759815,0.96247652,0.295116773,0.73232323,0.497925311,0.11728395,93.10002156,3.495309468,3.02,3.007385582,3.124700687,4.882145882,Zach Eflin,13774,621107
Justin Steele,CHC,16,5,0,30,30,173.1,9.138461807,1.869230824,0.726923098,0.316770186,0.73004202,0.493877551,0.098591549,,3.063461628,3.5,3.018501891,3.322978529,4.775646687,Justin Steele,17312,657006
Pablo López,MIN,11,8,0,32,32,194,10.8556701,2.226804124,1.113402062,0.312757202,0.76228686,0.452380952,0.13114754,94.87546964,3.664948454,3,3.332359947,3.283717529,4.564445972,Pablo Lopez,17085,641154
Framber Valdez,HOU,12,11,0,31,31,198,9.090909091,2.590909091,0.863636364,0.281609195,0.7122093,0.542056074,0.139705882,95.66151646,3.454545455,4.33,3.497464602,3.385625403,4.379193783,Framber Valdez,17295,664285
George Kirby,SEA,13,10,0,31,31,190.2,8.118881552,0.896853195,1.038461594,0.291821561,0.75057737,0.441651705,0.106796116,96.18561663,3.35139878,3.9,3.344201203,3.630514827,4.287302971,George Kirby,25436,669923
Jordan Montgomery,- - -,10,11,0,32,32,188.2,7.918728022,2.289752681,0.858657255,0.293900185,0.75564279,0.432432432,0.093264248,93.38051377,3.196113117,3.98,3.562460858,4.013504443,4.254639983,Jordan Montgomery,16511,656756
Blake Snell,SDP,14,9,0,32,32,180,11.7,4.95,0.75,0.255754476,0.86734694,0.444444444,0.108695652,95.6859081,2.25,3.77,3.438373693,3.622610038,4.156758785,Blake Snell,13543,605483
Aaron Nola,PHI,12,9,0,32,32,193.2,9.387263832,2.091222141,1.4870913,0.28460039,0.6640625,0.426199261,0.15609756,92.87470083,4.4612739,3.71,4.029567078,3.63165196,3.866112709,Aaron Nola,16149,605400
Jesús Luzardo,MIA,10,10,0,32,32,178.2,10.47761254,2.770522546,1.108209018,0.311111111,0.74921956,0.401709401,0.115183246,96.79169395,3.576492741,3.96,3.551682167,3.718418287,3.84164834,Jesus Luzardo,19959,666200
Kyle Bradish,BAL,12,7,0,30,30,168.2,8.964427418,2.347826229,0.747035618,0.270022883,0.79075426,0.492204899,0.102189781,,2.828063412,3.77,3.266898068,3.530786564,3.782399654,Kyle Bradish,24586,680694
Dylan Cease,CHW,7,9,0,33,33,177,10.88135593,4.016949153,0.966101695,0.330453564,0.6940874,0.359832635,0.101604278,95.77544611,4.576271186,4.13,3.723966913,4.075248145,3.617414951,Dylan Cease,18525,656302
Corbin Burnes,MIL,10,8,0,32,32,193.2,9.294320626,3.067125807,1.022375269,0.243852459,0.74918567,0.440944881,0.127906976,95.49458822,3.392427028,3.38,3.812699597,3.804316645,3.446897984,Corbin Burnes,19361,669203
Kodai Senga,NYM,12,7,0,29,29,166.1,10.92986005,4.166332793,0.919839707,0.27735369,0.80347448,0.44691358,0.115646258,95.87375968,2.975951995,3.87,3.633797886,3.76631918,3.439357042,Kodai Senga,31838,673540
Justin Verlander,- - -,13,8,0,27,27,162.1,7.98357277,2.494866491,0.997946596,0.264770241,0.76923077,0.355179704,0.08490566,94.44870572,3.215605699,3.63,3.84641612,4.564140371,3.347556472,Justin Verlander,8700,434378
Luis Castillo,SEA,14,9,0,33,33,197,10.00507614,2.558375635,1.279187817,0.267206478,0.77007701,0.389210019,0.127272727,96.40330313,3.335025381,3.82,3.808339852,3.807006785,3.331820965,Luis Castillo,15689,622491
Tarik Skubal,DET,7,3,0,15,15,80.1,11.42738662,1.56846483,0.448132808,0.288770053,0.67723343,0.515957446,0.06779661,95.80672089,2.800830053,2.3,1.997778869,2.564763388,3.272585154,Tarik Skubal,22267,669373
Mitch Keller,PIT,13,9,0,32,32,194.1,9.725557716,2.547169878,1.15780449,0.309751434,0.71689498,0.436697247,0.135135135,95.25898389,4.214408344,4.18,3.800494919,3.702056192,3.269910574,Mitch Keller,17594,656605
Tyler Glasnow,TBR,10,7,0,21,21,120,12.15,2.775,0.975,0.294117647,0.70035461,0.512280701,0.144444444,96.49115234,3.525,3.55,2.913373693,2.745054175,3.206777334,Tyler Glasnow,14374,607192
Merrill Kelly,ARI,12,8,0,30,30,177.2,9.47279604,3.495309769,1.013133266,0.278280543,0.7712766,0.451965065,0.128205128,92.30935244,3.292683115,4.13,3.846034765,3.834343621,3.176775455,Merrill Kelly,11156,518876
Logan Gilbert,SEA,13,7,0,32,32,190.2,8.921329147,1.69930079,1.368881192,0.272373541,0.75120192,0.414498141,0.133027522,95.76697066,3.729021178,3.69,3.847697734,3.760795714,3.074000597,Logan Gilbert,22250,669302
Miles Mikolas,STL,9,13,0,35,35,201.1,6.12417234,1.743377527,1.162251685,0.307692308,0.68892646,0.388392857,0.098484848,93.52963879,4.783112704,5.44,4.273252306,4.762415545,3.05723691,Miles Mikolas,9803,571945
Braxton Garrett,MIA,9,7,0,31,30,159.2,8.793319976,1.634655637,1.127348715,0.30248307,0.75903614,0.491341991,0.151515151,90.79427606,3.663883323,4.58,3.680927652,3.419397979,3.052660748,Braxton Garrett,21844,666129
Freddy Peralta,MIL,12,10,0,30,30,165.2,11.4084514,2.93360179,1.412474936,0.2734375,0.7373868,0.41728395,0.160493827,94.4456681,3.857143094,3.35,3.846589692,3.423106672,3.044577837,Freddy Peralta,18679,642547
Tanner Bibee,CLE,10,4,0,25,25,142,8.936619718,2.852112676,0.823943662,0.286089239,0.79973992,0.368286445,0.079754601,94.99791476,2.978873239,3.69,3.51560374,4.223324415,3.029235601,Tanner Bibee,30134,676440
Sandy Alcantara,MIA,7,12,0,28,28,184.2,7.359206182,2.339350309,1.072202225,0.287313433,0.6962664,0.519927536,0.129411764,98.08245924,4.142599506,4.33,4.029408633,4.002710788,3.02012229,Sandy Alcantara,18684,645261
Eduardo Rodriguez,DET,13,9,0,26,26,152.2,8.430131566,2.829694512,0.884279535,0.274271845,0.75949367,0.410071942,0.096774193,92.29422743,3.301310264,4.04,3.661153924,4.062482696,2.971387386,Eduardo Rodriguez,13164,593958
Seth Lugo,SDP,8,7,0,26,26,146.1,8.610478659,2.214123084,1.168564961,0.298029557,0.76771654,0.451764705,0.132867132,93.70975066,3.567198302,4.42,3.82907227,3.756835143,2.881954193,Seth Lugo,12447,607625
Tanner Scott,MIA,9,5,12,74,0,78,12.00000117,2.76923104,0.34615388,0.290697674,0.76822917,0.50867052,0.063829787,96.81874863,2.307692533,2.5,2.165296663,2.661547128,2.845751762,Tanner Scott,17586,656945
Bobby Miller,LAD,11,4,0,22,22,124.1,8.613941371,2.316353982,0.868632743,0.276785714,0.71315372,0.476744186,0.107142857,99.12943538,3.764075221,3.4,3.512413024,3.747067697,2.839595795,Bobby Miller,27483,676272
José Berríos,TOR,11,12,0,32,32,189.2,8.731107674,2.467486951,1.186291804,0.2890625,0.7638191,0.415730337,0.126262626,94.29500651,3.653778755,4.51,3.993177482,4.005639595,2.789130688,Jose Berrios,14168,621244
Félix Bautista,BAL,8,2,33,56,0,61,16.22950921,3.836065814,0.590163971,0.273684211,0.83969466,0.357142857,0.085106382,100.0400492,1.475409928,2.08,1.877991093,2.299426077,2.775611162,Felix Bautista,20666,642585
Kyle Hendricks,CHC,6,8,0,24,24,137,6.109489051,1.773722628,0.854014599,0.283446712,0.66976127,0.46325167,0.08496732,87.78795816,3.744525547,4.13,3.809784885,4.422652172,2.672890425,Kyle Hendricks,12049,543294
Marcus Stroman,CHC,10,9,0,27,25,136.2,7.836585949,3.424390499,0.592682971,0.283163265,0.658867,0.571072319,0.102272727,92.17854066,3.951219806,4.27,3.576991603,3.785491284,2.66443117,Marcus Stroman,13431,573186
Michael Wacha,SDP,14,4,0,24,24,134.1,8.307692622,2.880893409,1.004962817,0.266304348,0.79710145,0.344647519,0.09090909,92.28517978,3.215881015,4.27,3.887794726,4.466973701,2.655260563,Michael Wacha,14078,608379
Charlie Morton,ATL,14,12,0,30,30,163.1,10.08367378,4.57346953,0.771428595,0.320754717,0.77639752,0.43287037,0.093959731,94.99831883,3.636734807,4.64,3.873407726,4.267383726,2.650961161,Charlie Morton,4676,450203
Aaron Civale,- - -,7,5,0,23,23,122.1,8.534060034,2.427792941,0.882833797,0.286982249,0.76804916,0.389534883,0.089552238,91.92519452,3.457765704,3.69,3.565667066,4.101491063,2.562538028,Aaron Civale,19479,650644
Kyle Gibson,BAL,15,9,0,33,33,192,7.359375,2.578125,1.078125,0.309187279,0.69664903,0.488850771,0.127071823,92.21206449,4.734375,4.8,4.130040359,4.131377169,2.557749748,Kyle Gibson,10123,502043
Reid Detmers,LAA,4,10,0,28,28,148.2,10.17040428,3.632287244,1.150224294,0.317708333,0.70971185,0.366583541,0.11728395,94.33478009,4.479820934,4.55,4.129479881,4.269679336,2.506826639,Reid Detmers,27468,672282
Taijuan Walker,PHI,15,6,0,31,31,172.2,7.193050617,3.700772419,1.042471104,0.272177419,0.71359223,0.446183953,0.106382978,93.09397367,4.378378636,4.36,4.534963215,4.829346223,2.455283403,Taijuan Walker,11836,592836
Yu Darvish,SDP,8,10,0,24,24,136.1,9.308068807,2.838630913,1.188264103,0.318681319,0.71339174,0.415789473,0.135338345,94.84064421,4.555012395,3.82,4.025211537,3.921757621,2.452397823,Yu Darvish,13074,506433
Chris Bassitt,TOR,16,8,0,33,33,200,8.37,2.655,1.26,0.273567468,0.76515881,0.422735346,0.132075471,92.50811833,3.6,4.04,4.280040359,4.212593219,2.451029062,Chris Bassitt,12304,605135
Kutter Crawford,BOS,6,8,0,31,23,129.1,9.394330266,2.505154738,1.182989737,0.269461078,0.71658615,0.348571428,0.098837209,93.77448424,4.036082633,3.25,3.82720533,4.317229847,2.440767393,Kutter Crawford,20531,676710
Yusei Kikuchi,TOR,11,6,0,32,32,167.2,9.715706355,2.576540912,1.449304263,0.313636364,0.77566964,0.397408207,0.152542372,95.08834087,3.864811368,4.3,4.119851545,3.771799399,2.439259052,Yusei Kikuchi,20633,579328
Bailey Ober,MIN,8,6,0,26,26,144.1,9.103926418,1.808314151,1.371824529,0.27613941,0.79109063,0.342710997,0.113402061,91.3770799,3.429561322,3.63,3.961737844,4.202501642,2.436685801,Bailey Ober,21224,641927
Ranger Suárez,PHI,4,6,0,22,22,125,8.568000523,3.456000211,0.936000057,0.324022346,0.74626866,0.485013623,0.115044247,93.44756645,4.176000255,4.36,3.903040399,4.045670393,2.407189369,Ranger Suarez,17277,624133
Nathan Eovaldi,TEX,12,5,0,25,25,144,8.25,2.9375,0.9375,0.270557029,0.74496644,0.51025641,0.12,95.27142319,3.625,3.98,3.880040359,3.961074868,2.392702818,Nathan Eovaldi,9132,543135
Shohei Ohtani,LAA,10,5,0,23,23,132,11.38636364,3.75,1.227272727,0.239285714,0.80286169,0.454545454,0.166666666,96.74740343,3.136363636,3.82,3.997464602,3.577479673,2.366850853,Shohei Ohtani,19755,660271
Clayton Kershaw,LAD,13,5,0,24,24,131.2,9.3645566,2.73417711,1.298734127,0.25,0.89347079,0.475073313,0.168141592,90.86030456,2.460759399,3.77,4.029723874,3.572727042,2.356888294,Clayton Kershaw,2036,477132
Patrick Sandoval,LAA,7,13,0,28,28,144.2,7.9631342,4.60368696,0.746543831,0.306451613,0.64985451,0.46590909,0.09090909,93.00845671,4.105991072,4.7,4.181307706,4.611554958,2.348120928,Patrick Sandoval,19447,663776
David Bednar,PIT,3,3,39,66,0,67.1,10.69307011,2.806930905,0.400990129,0.294117647,0.75549451,0.394117647,0.038461538,96.61663208,2.004950647,2.82,2.527317532,3.863378576,2.334458113,David Bednar,19569,670280
Joe Ryan,MIN,11,10,0,29,29,161.2,10.967011,1.892783624,1.781443411,0.305210918,0.74567244,0.315545243,0.148837209,92.27838115,4.509278634,3.53,4.13339093,3.758982415,2.308224916,Joe Ryan,21390,657746
Michael King,NYY,4,8,6,49,9,104.2,10.92038362,2.751592724,0.859872726,0.303501946,0.81081081,0.428030303,0.106382978,94.83968699,2.751592724,3.48,3.130836521,3.373655645,2.290190816,Michael King,19853,650633
Cole Ragans,- - -,7,5,0,29,12,96,10.59375084,3.843750305,0.656250052,0.27510917,0.70736434,0.44017094,0.082352941,96.55882064,3.468750276,3.33,3.192540355,3.708528928,2.237120703,Cole Ragans,21846,666142
Andrew Abbott,CIN,8,6,0,21,21,109.1,9.87804924,3.621951388,1.317073232,0.302158273,0.79934747,0.286206896,0.106666666,92.62959026,3.868902619,3.93,4.197113574,4.562992522,2.199050903,Andrew Abbott,29911,671096
Mike Clevinger,CHW,9,9,0,24,24,131.1,7.538071358,2.741116857,1.096446743,0.280748663,0.77235772,0.30927835,0.082051282,94.64124969,3.769035679,4.1,4.282959181,5.154052555,2.18881917,Mike Clevinger,12808,605182
Max Scherzer,- - -,13,6,0,27,27,152.2,10.25764209,2.652838472,1.650655049,0.264864865,0.81001473,0.331645569,0.145833333,93.86776844,3.772925827,3.28,4.322725967,4.017770962,2.176756859,Max Scherzer,3137,453286
Joe Musgrove,SDP,10,3,0,17,17,97.1,8.969178551,1.941780923,0.924657583,0.305343511,0.80188679,0.450184501,0.11235955,93.16420395,3.051370022,3.11,3.522163661,3.698344897,2.141207457,Joe Musgrove,12970,605397
Chris Sale,BOS,6,5,0,20,20,102.2,10.95779248,2.542207855,1.314935098,0.290322581,0.69902913,0.373076923,0.132743362,94.08930887,4.295454652,3.63,3.800494918,3.720904802,2.113021851,Chris Sale,10603,519242
Shane Bieber,CLE,6,6,0,21,21,128,7.5234375,2.390625,0.984375,0.293333333,0.74257426,0.47150259,0.119658119,91.61087477,3.796875,4.83,3.872227859,3.961619697,2.077474356,Shane Bieber,19427,669456
Matt Brash,SEA,9,4,4,78,0,70.2,13.62736192,3.693397157,0.382075568,0.380368098,0.77244259,0.46060606,0.052631578,98.18100142,3.056604544,3.25,2.264474072,3.04618724,2.043497801,Matt Brash,25756,666374
Dane Dunning,TEX,12,7,0,35,26,172.2,7.297297405,2.866795409,1.042471058,0.287726358,0.775,0.463178294,0.117647058,90.73006015,3.700772255,4.48,4.268553888,4.390579748,2.013317613,Dane Dunning,19409,641540
Hunter Greene,CIN,4,7,0,22,22,112,12.21428571,3.857142857,1.526785714,0.339483395,0.72649573,0.343859649,0.142857142,98.63376201,4.821428571,3.82,4.246111788,4.004109853,1.99575305,Hunter Greene,22182,668881
Matt Strahm,PHI,9,5,2,56,10,87.2,11.08745376,2.155893786,1.129277698,0.274038462,0.75718016,0.330232558,0.108910891,93.62510263,3.285171484,3.16,3.243633514,3.517266935,1.989862263,Matt Strahm,13799,621381
Steven Matz,STL,4,7,0,25,17,105,8.400000153,2.742857193,0.94285716,0.318032787,0.74451411,0.445859872,0.11,,3.857142927,3.87,3.750278464,3.962994424,1.975152284,Steven Matz,13361,571927
Cristian Javier,HOU,10,5,0,31,31,162,8.833333333,3.444444444,1.388888889,0.271889401,0.71751412,0.256017505,0.098425196,92.81368906,4.555555556,4.42,4.576028014,5.162147431,1.957422495,Cristian Javier,17606,664299
Clarke Schmidt,NYY,9,9,0,33,32,159,8.433962571,2.60377368,1.358490615,0.3125,0.7016632,0.438271604,0.13114754,,4.641509603,4.33,4.418562414,4.359212544,1.956574593,Clarke Schmidt,19899,657376
Brady Singer,KCR,8,11,0,29,29,159.2,7.496868954,2.762004351,1.127348715,0.329268293,0.6492891,0.495088408,0.128205128,92.51398112,5.524008703,4.93,4.288443348,4.275434205,1.951053739,Brady Singer,25377,663903
Camilo Doval,SFG,6,6,39,69,0,67.2,11.57143031,3.458128599,0.399014838,0.305732484,0.65594059,0.522012578,0.0625,,2.926108814,2.91,2.767355557,3.363821916,1.914949417,Camilo Doval,21992,666808
Bryce Miller,SEA,8,7,0,25,25,131.1,8.154822651,1.781725957,1.233502586,0.288828338,0.70561457,0.335078534,0.107142857,95.09532654,4.31725905,4.86,3.978390641,4.311612187,1.874406219,Bryce Miller,29837,682243
Nick Pivetta,BOS,10,9,1,38,16,142.2,11.54439273,3.154205664,1.450934605,0.267692308,0.72496263,0.364161849,0.158620689,94.7147465,4.03738325,3.98,3.962984297,3.547582451,1.873679578,Nick Pivetta,15454,601713
Max Fried,ATL,8,1,0,14,14,77.2,9.27038657,2.085836978,0.811158825,0.308823529,0.82294264,0.576923076,0.132075471,94.15148745,2.549356307,2.73,3.139160527,3.09573962,1.867658257,Max Fried,13743,608331
Shane McClanahan,TBR,11,2,0,21,21,115,9.469565217,3.208695652,1.173913043,0.273972603,0.8173913,0.436065573,0.132743362,96.97010157,3.286956522,4.1,3.915909925,3.844855561,1.855674267,Shane McClanahan,21483,663556
Johan Oviedo,PIT,9,14,0,32,32,177.2,8.003752803,4.204503055,0.962476603,0.279527559,0.72048611,0.449330783,0.1,95.84720838,4.305816382,4.61,4.487685833,4.865566718,1.845396876,Johan Oviedo,22487,670912
Grayson Rodriguez,BAL,7,4,0,23,23,122,9.516394038,3.098360849,1.180327943,0.32208589,0.72230014,0.472140762,0.139130434,97.35171216,4.352459289,4.21,3.927171549,3.780740816,1.833996773,Grayson Rodriguez,24492,680570
Brandon Williamson,CIN,5,5,0,23,23,117,7.53846203,3.000000196,1.384615475,0.278443114,0.70189274,0.373563218,0.121621621,92.83613308,4.461538752,4.77,4.631108825,4.722528144,1.833809853,Brandon Williamson,25463,682227
Griffin Canning,LAA,7,8,0,24,22,127,9.850393775,2.551181122,1.55905513,0.296407186,0.76219512,0.426553672,0.160583941,94.60313733,4.322834678,4.01,4.28653643,3.818104854,1.829812858,Griffin Canning,19867,656288
Devin Williams,MIL,8,3,36,61,0,58.2,13.34659149,4.295454732,0.61363639,0.198198198,0.85020243,0.478260869,0.111111111,94.20036332,1.534090976,2.67,2.658449425,2.786642552,1.824831367,Devin Williams,15816,642207
Alex Cobb,SFG,7,7,0,28,28,151.1,7.790749161,2.200440603,1.129955985,0.317880795,0.76365663,0.575692963,0.182692307,95.06172689,3.865638896,4.73,4.00834435,3.512409855,1.815246701,Alex Cobb,6562,502171
Cristopher Sánchez,PHI,3,5,0,19,18,99.1,8.697987023,1.449664504,1.449664504,0.271698113,0.74468085,0.570397111,0.222222222,,3.442953196,3.74,3.989939726,3.094382562,1.813283017,Cristopher Sanchez,20778,650911
Hunter Brown,HOU,11,13,0,31,29,155.2,10.29122123,3.179871728,1.50321209,0.329974811,0.687974,0.523696682,0.209677419,95.73762476,5.087794765,4.27,4.372813452,3.518524001,1.805086569,Hunter Brown,25880,686613
Bryce Elder,ATL,12,4,0,31,31,174.2,6.595420231,3.246183395,0.979007691,0.274319066,0.74363992,0.49905482,0.121019108,90.87113609,3.812977321,4.61,4.422979359,4.494980653,1.776326299,Bryce Elder,27779,693821
Jack Flaherty,- - -,8,9,0,29,27,144.1,9.228637739,4.115473586,1.060046227,0.356265356,0.72617946,0.426540284,0.126865671,93.23979341,4.988452832,5.06,4.356657026,4.360461657,1.758894581,Jack Flaherty,17479,656427
Adrian Houser,MIL,8,5,0,23,21,111.1,7.760479396,2.74850312,1.050898252,0.320474777,0.7256894,0.466858789,0.105691056,93.36841509,4.122754679,4.21,3.991567339,4.300210459,1.757670727,Adrian Houser,12718,605288
Alexis Díaz,CIN,9,6,37,71,0,67.1,11.49505037,4.811881552,0.534653506,0.266666667,0.71090047,0.38,0.06779661,94.68556073,3.074257658,3.4,3.522367112,4.198818948,1.754339933,Alexis Diaz,21132,664747
Aroldis Chapman,- - -,6,5,6,61,0,58.1,15.89142944,5.554286017,0.617142891,0.314285714,0.73099415,0.47706422,0.117647058,99.06730109,3.085714454,2.82,2.517897462,2.590136774,1.750276834,Aroldis Chapman,10233,547973
Jon Gray,TEX,9,8,0,29,29,157.1,8.122881619,3.088983151,1.258474617,0.296037296,0.75607064,0.400447427,0.134969325,95.73690212,4.118644201,4.48,4.46902345,4.364127276,1.743623257,Jon Gray,14916,592351
Emmanuel Clase,CLE,3,9,44,75,0,72.2,7.926605782,1.981651445,0.495412861,0.294930876,0.60453401,0.550458715,0.072727272,,3.220183599,3.04,2.91100365,3.446797428,1.738782525,Emmanuel Clase,21032,661403
Josh Hader,SDP,2,3,33,61,0,56.1,13.57988288,4.792899841,0.479289984,0.263636364,0.88815789,0.354545454,0.057692307,,1.278106624,2.34,2.686992971,3.520856204,1.731595635,Josh Hader,14212,623352
Yennier Cano,BAL,1,4,8,72,0,72.2,8.050460688,1.610092138,0.495412965,0.282828283,0.80965909,0.58,0.102564102,96.5353241,2.105505103,3.28,2.842196222,3.013949269,1.677864671,Yennier Cano,25911,666974
Michael Lorenzen,- - -,9,9,1,29,25,153,6.529411887,2.764705934,1.17647061,0.265765766,0.69811321,0.410480349,0.11299435,94.47578389,4.176470666,4.51,4.464190709,4.677545356,1.675996763,Michael Lorenzen,14843,547179
Logan Allen,CLE,7,8,0,24,24,125.1,8.545213113,3.446808651,1.148936217,0.314447592,0.78776042,0.426997245,0.120300751,91.55886119,3.805851218,4.42,4.188551036,4.283464204,1.6688658,Logan Allen,27589,671106
Fernando Cruz,CIN,1,2,0,58,2,66,13.3636381,3.818182315,0.818181925,0.317241379,0.58423913,0.315436241,0.081081081,94.38944807,4.909091548,3.45,2.83079788,3.502737813,1.636103988,Fernando Cruz,7048,518585
Kenta Maeda,MIN,6,8,0,21,20,104.1,10.09265179,2.415335471,1.466453679,0.292775665,0.74110672,0.326086956,0.129770992,90.99493987,4.226837074,3.74,4.021813525,3.979536334,1.604391124,Kenta Maeda,18498,628317
Brayan Bello,BOS,12,11,0,28,28,157,7.566878981,2.579617834,1.375796178,0.305856833,0.7620614,0.561983471,0.171428571,95.70780527,4.242038217,4.16,4.535295137,4.022360395,1.591453314,Brayan Bello,23920,678394
Clay Holmes,NYY,4,4,24,66,0,63,10.14285837,3.285714684,0.28571432,0.300613497,0.74123989,0.654545454,0.071428571,97.35449982,2.857143203,2.79,2.651865683,2.973990311,1.589076638,Clay Holmes,13649,605280
Josiah Gray,WSN,8,13,0,30,30,159,8.094339623,4.528301887,1.245283019,0.292792793,0.80399619,0.378494623,0.115183246,93.636696,3.905660377,5.03,4.934285643,5.121645297,1.578080177,Josiah Gray,24580,680686
Graham Ashcraft,CIN,7,9,0,26,26,145.2,6.858124049,3.21281487,1.421052731,0.292056075,0.7424072,0.477678571,0.166666666,,4.757437403,4.96,5.060532476,4.574234104,1.542895317,Graham Ashcraft,27552,668933
Gregory Santos,CHW,2,2,5,60,0,66.1,8.954775586,2.306533105,0.271356836,0.336683417,0.70294785,0.525,0.047619047,98.81988215,3.391960449,3.16,2.652025169,3.306911329,1.53226018,Gregory Santos,21894,666619
Jeff Hoffman,PHI,5,2,1,54,0,52.1,11.86624406,3.267516479,0.515923655,0.226086957,0.74235808,0.426086956,0.066666666,97.22348862,2.407643722,2.52,2.567142153,3.243591229,1.527746201,Jeff Hoffman,17432,656546
Jose Quintana,NYM,3,6,0,13,13,75.2,7.136564117,2.854625647,0.594713676,0.305676856,0.72043011,0.416309012,0.060240963,90.43554688,3.568282058,4.55,3.519357549,4.473915232,1.523950219,Jose Quintana,11423,500779
Jason Foley,DET,3,3,7,70,0,69,7.17391463,1.956522172,0.260869623,0.310344828,0.76726343,0.570731707,0.041666666,98.14726766,2.608696229,3.74,2.733301114,3.506647432,1.508998156,Jason Foley,19531,671345
Eury Pérez,MIA,5,6,0,19,19,91.1,10.64233636,3.054744696,1.478102272,0.26146789,0.83333333,0.254385964,0.12,97.44414593,3.153284847,3.61,4.109055006,4.23681745,1.503170371,Eury Perez,27768,691587
Bryan Abreu,HOU,3,2,5,72,0,72,12.50000132,3.875000411,0.750000079,0.258503401,0.87643678,0.370860927,0.098360655,97.58384262,1.750000185,3.23,2.977262552,3.2946856,1.498647094,Bryan Abreu,16609,650556
Paul Blackburn,OAK,4,7,0,21,20,103.2,9.028939128,3.733119063,0.954983946,0.349834983,0.73848238,0.413461538,0.1,91.99913099,4.427652842,4.42,3.959220441,4.33415961,1.49488233,Paul Blackburn,14739,621112
Ryan Helsley,STL,3,4,14,33,0,36.2,12.76363858,4.172727996,0.245454588,0.28,0.75129534,0.407894736,0.033333333,99.89926228,2.45454588,2.25,2.245949275,3.244146338,1.492202759,Ryan Helsley,18138,664854
Chris Martin,BOS,4,1,3,55,0,51.1,8.064935864,1.402597542,0.350649385,0.300699301,0.93625498,0.51048951,0.066666666,95.88975519,1.051948156,3.18,2.43685846,2.896609531,1.489892721,Chris Martin,11847,455119
Dean Kremer,BAL,13,5,0,32,32,172.2,8.183398166,2.866795536,1.40733599,0.293279022,0.75569358,0.393410852,0.139175257,94.64245299,4.11776086,4.93,4.51179719,4.336605521,1.489335537,Dean Kremer,19350,665152
Jameson Taillon,CHC,8,10,1,30,29,154.1,8.164147137,2.390928804,1.574514091,0.291855204,0.6455542,0.379014989,0.134328358,93.82369308,4.840172946,4.7,4.609252067,4.488239337,1.484584905,Jameson Taillon,11674,592791
Adbert Alzolay,CHC,2,5,22,58,0,64,9.421876123,1.828125218,0.703125084,0.288343558,0.74603175,0.421686746,0.083333333,95.52663167,2.671875319,3.61,3.020665332,3.555057665,1.466344714,Adbert Alzolay,17859,640470
Jacob deGrom,TEX,2,0,0,6,6,30.1,13.35164891,1.186813237,0.593406618,0.265625,0.59405941,0.378787878,0.066666666,99.12821642,2.670329782,1.87,1.540754573,2.318794802,1.456116199,Jacob deGrom,10954,594798
Reese Olson,DET,5,7,0,21,18,103.2,8.942122406,2.864951839,1.215434113,0.254612546,0.69815195,0.428070175,0.134615384,94.83195321,3.99356923,4.73,4.007451954,3.910492939,1.455352396,Reese Olson,24968,681857
Brandon Woodruff,MIL,5,1,0,11,11,67,9.940298507,2.014925373,1.208955224,0.203947368,0.9030837,0.364779874,0.125,95.8814593,2.28358209,2.82,3.598323942,3.628791498,1.450810432,Brandon Woodruff,16162,605540
Drew Rasmussen,TBR,4,2,0,8,8,44.2,9.470149793,2.216418037,0.402985098,0.293103448,0.77433628,0.525862068,0.064516129,96.2081543,2.619403134,2.91,2.538622408,3.104008359,1.448548436,Drew Rasmussen,25385,656876
