Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,playerid,MLBAMID
Alex Wood,SFG,5,5,0,29,12,97.2,6.819113338,3.87030757,0.829351622,0.300675676,0.70901034,0.45,0.081818181,,4.331058472,4.64,4.473470521,5.137655159,0.213450298,Alex Wood,13781,622072
Shintaro Fujinami,- - -,7,8,2,64,7,79,9.455698029,5.126583269,1.025316654,0.300469484,0.53380783,0.4009009,0.097826086,98.53345466,7.177216576,4.8,4.609471001,5.053880724,0.210900821,Shintaro Fujinami,31839,660261
Chase Silseth,LAA,4,1,0,16,8,52.1,9.630573307,4.471337607,1.54777071,0.25,0.76241135,0.489051094,0.225,94.96335449,3.955414037,4.27,4.955677313,3.983716864,0.208154544,Chase Silseth,30074,681217
Tyler Gilbert,ARI,0,2,0,11,0,17.1,9.865386425,2.596154322,1.038461729,0.413043478,0.68965517,0.425531914,0.166666666,92.5631964,5.192308645,6.2,3.428117314,3.072745386,0.207922801,Tyler Gilbert,17964,656457
Tayler Saucedo,SEA,3,2,1,52,0,47.2,8.118882852,4.342658269,0.377622458,0.293233083,0.74404762,0.584615384,0.08,93.00294405,3.587413353,4.13,3.821474047,4.143162098,0.205750346,Tayler Saucedo,17888,642048
Phil Bickford,- - -,5,5,1,61,0,67.1,10.15841747,5.212872124,1.069307102,0.288135593,0.67180617,0.279329608,0.091954022,93.8707246,4.945545348,4.8,4.45801085,5.049717914,0.204653747,Phil Bickford,18519,641360
Nick Robertson,- - -,0,1,0,18,1,22.1,10.47761254,3.626865878,1.208955293,0.397058824,0.57471264,0.471428571,0.125,95.26492879,6.044776464,4.58,3.881906067,3.912373625,0.203409093,Nick Robertson,26226,687798
Luis F. Ortiz,PHI,0,0,1,14,0,19,7.578948129,2.36842129,0.473684258,0.379310345,0.78947368,0.517241379,0.0625,95.39448242,3.315789807,3.85,3.044514023,3.752599781,0.201935157,Luis F. Ortiz,16942,656814
Miguel Castro,ARI,6,6,7,75,0,64.2,8.350517763,3.479382401,1.113402368,0.25,0.69321534,0.438202247,0.13114754,96.85908,4.314434177,3.82,4.306587041,4.25794461,0.201257437,Miguel Castro,15684,612434
Carson Spiers,CIN,0,1,1,4,2,13,8.307692308,4.846153846,0.692307692,0.386363636,0.55084746,0.266666666,0.045454545,93.42227675,6.923076923,4.3,4.024271129,5.82225102,0.200803868,Carson Spiers,27685,686730
Peter Lambert,COL,3,7,0,25,11,87.1,7.316794319,2.885496351,1.85496194,0.296442688,0.71428571,0.416974169,0.157894736,93.37310725,5.358778938,5.44,5.442063388,4.920866028,0.2004444,Peter Lambert,17969,663567
Victor Vodnik,COL,1,0,0,6,0,8.2,12.46153938,3.115384844,0,0.517241379,0.5,0.620689655,0,97.23799272,8.307692917,3.45,1.524271002,2.287356483,0.196194544,Victor Vodnik,24614,680767
Tejay Antone,CIN,0,0,0,5,1,5.2,11.11764831,3.176470945,0,0.25,0.8,0.666666666,0,94.2795834,1.588235472,2.67,1.843275495,2.426811474,0.194462895,Tejay Antone,16233,622088
Brett Kennedy,CIN,1,0,0,5,2,18,4.5,3.5,0.5,0.285714286,0.57971014,0.396825396,0.038461538,92.85293827,6.5,4.9,4.643929248,6.309881782,0.194339186,Brett Kennedy,17877,664028
José Urquidy,HOU,3,3,1,16,10,63,6.428571818,3.571428788,1.571428667,0.28125,0.71801567,0.364532019,0.123595505,93.22417922,5.285714606,4.7,5.382024615,5.447870748,0.190151989,Jose Urquidy,18413,664353
Brendan White,DET,2,3,0,33,2,40.2,9.737706669,3.319672728,0.885246061,0.330275229,0.64338235,0.517857142,0.125,94.41468833,5.09016485,4.51,3.8452044,3.867513981,0.189548934,Brendan White,26024,686839
Aaron Loup,LAA,2,3,1,55,0,48.2,8.321919548,3.69863091,1.109589273,0.373417722,0.63613232,0.465838509,0.111111111,91.52218905,6.102741002,4.39,4.364629633,4.596430942,0.189486995,Aaron Loup,10343,571901
Elvin Rodriguez,TBR,0,0,0,1,0,3.1,13.50000129,0,0,0,1,0.2,0,94.3124257,0,0.72,0.255040073,1.743056794,0.189319089,Elvin Rodriguez,20962,660730
Luis Cessa,CIN,1,4,0,7,6,26,3.807692587,4.153846459,1.038461615,0.40952381,0.60218978,0.38317757,0.111111111,92.38061048,9.00000066,9.18,5.408886671,5.625828893,0.187918223,Luis Cessa,13345,570666
Austin Adams,ARI,0,1,0,24,0,17.1,11.42308028,4.153847373,0.519230922,0.333333333,0.61594203,0.369565217,0.055555555,93.8379896,5.711540138,3.55,3.716578956,4.683521446,0.186380699,Austin Adams,13801,613534
Easton McGee,SEA,0,0,0,1,1,6.2,2.700000257,1.350000129,0,0.052631579,1,0.47368421,0,90.08496094,0,3.04,3.105040345,4.841059852,0.185414702,Easton McGee,22176,668834
Chase Anderson,- - -,1,6,1,19,17,86.1,6.671815065,3.440154643,1.772200877,0.290836653,0.72504708,0.36226415,0.149122807,93.4005046,5.42084974,4.96,5.722221972,5.345566737,0.181033038,Chase Anderson,6895,502624
José De León,MIN,0,1,0,12,1,17.1,8.82692421,2.596154179,1.038461672,0.311111111,0.625,0.425531914,0.111111111,93.68681872,4.673077523,4.48,3.83196351,4.048905744,0.180957705,Jose De Leon,15463,592254
Andrew Vasquez,- - -,2,1,0,42,0,48.1,8.006898342,4.282759578,0.744827753,0.295774648,0.78125,0.464788732,0.083333333,89.17110856,3.351724887,3.85,4.413661308,4.979748694,0.177060306,Andrew Vasquez,19482,607755
Joe La Sorsa,- - -,1,0,0,25,0,32.2,7.714287441,2.479592392,0.826530797,0.292929293,0.72429907,0.421568627,0.078947368,92.74756877,4.408164252,4.42,4.112183408,4.841592755,0.176722819,Joe La Sorsa,25481,686747
Angel Felipe,OAK,1,1,0,14,0,15,11.40000217,7.800001488,0,0.193548387,0.65,0.533333333,0,95.44666206,4.200000801,2.91,3.521707077,4.62394179,0.176675931,Angel Felipe,21163,665734
Bowden Francis,TOR,1,0,1,20,0,36.1,8.669725984,1.981651654,1.238532283,0.195402299,1,0.351648351,0.108695652,94.32964254,1.733945197,3.69,3.860545031,4.164788579,0.176630452,Bowden Francis,20548,670102
George Soriano,MIA,0,0,1,26,1,52,9.00000132,3.980769815,1.038461691,0.281690141,0.73170732,0.414965986,0.105263157,94.54824983,3.807692866,4.51,4.370425139,4.682753068,0.17554082,George Soriano,21863,666277
Yerry Rodríguez,TEX,0,1,0,13,1,13.2,9.878049929,3.951219972,0.658536662,0.431818182,0.56910569,0.288888888,0.052631578,97.1872083,7.902439943,4.1,3.3282111,4.675553939,0.173342817,Yerry Rodriguez,21955,666720
Alan Busenitz,CIN,0,0,0,6,0,7,6.428572304,1.285714461,0,0.347826087,0.77777778,0.391304347,0,95.16168369,2.571428922,5.96,2.255040223,4.144585342,0.17275393,Alan Busenitz,15239,641427
Josh Staumont,KCR,0,0,0,21,1,20,10.80000103,5.850000558,0.450000043,0.306122449,0.64189189,0.479166666,0.058823529,95.85934121,5.400000515,4.45,3.755040407,4.51038947,0.171094224,Josh Staumont,18335,622251
Adam Kolarek,- - -,0,0,0,5,0,6,10.50000167,1.500000238,0,0.153846154,1,0.666666666,0,89.20300293,0,1.73,1.921706814,2.748382823,0.170059748,Adam Kolarek,10843,592473
Kolby Allard,ATL,0,1,0,4,3,12.1,9.486487465,2.91891922,1.45945961,0.378378378,0.63953488,0.307692307,0.117647058,90.54247911,6.567568245,5.44,4.228013433,4.398849652,0.167609682,Kolby Allard,18694,663465
Sam Bachman,LAA,1,2,1,11,0,17,7.411764706,5.823529412,0,0.333333333,0.75862069,0.588235294,0,,3.176470588,4.67,3.725628595,4.69818845,0.163732782,Sam Bachman,29754,696147
Yunior Marte,PHI,1,1,2,40,0,39.1,8.694917222,3.889831389,1.372881667,0.341666667,0.67137809,0.488,0.157894736,98.3474001,5.033899444,4.58,4.678769495,4.293024492,0.161288977,Yunior Marte,14416,628708
Dallas Keuchel,MIN,2,1,0,10,6,37.2,5.973451731,4.300885246,0.716814208,0.338709677,0.65789474,0.527559055,0.1,,5.973451731,5.59,4.555925403,4.837356023,0.159556124,Dallas Keuchel,9434,572971
John Means,BAL,1,2,0,4,4,23.2,3.802817004,1.521126801,1.521126801,0.130434783,0.88709677,0.287671232,0.097560975,91.74894091,2.661971902,4.58,5.240955906,5.908030089,0.159399182,John Means,16269,607644
Chasen Shreve,- - -,1,2,0,50,0,44.2,9.06716605,2.820896105,1.410448052,0.30952381,0.703125,0.454545454,0.142857142,90.64345848,4.634329315,4.16,4.284891318,4.06132939,0.159375552,Chasen Shreve,10855,592741
Sean Newcomb,OAK,1,1,0,7,2,15,10.20000065,5.400000343,0.600000038,0.21875,0.79545455,0.424242424,0.076923076,93.3962538,3.000000191,3.98,4.05504041,4.621278633,0.158933699,Sean Newcomb,16943,656794
Nick Mears,COL,0,1,0,16,0,19.1,9.775862712,6.517241808,0.465517272,0.26,0.76086957,0.352941176,0.038461538,95.90374784,3.724138176,3.09,4.082626621,5.633685978,0.153986812,Nick Mears,25376,683232
Angel Zerpa,KCR,3,3,0,15,3,42.2,7.593750453,1.687500101,1.476562588,0.307086614,0.70539419,0.507575757,0.166666666,94.66427388,4.851562789,4.36,4.544102936,4.038808539,0.15394783,Angel Zerpa,22717,672582
Drew Smith,NYM,4,6,3,62,0,56.1,9.585800331,4.633136827,1.118343372,0.300699301,0.71428571,0.3,0.089743589,95.27038556,4.15384681,4.39,4.550898552,5.224770318,0.153360918,Drew Smith,17755,622098
Emerson Hancock,SEA,0,0,0,3,3,12,4.5,2.25,0.75,0.307692308,0.68493151,0.475,0.066666666,92.67167208,4.5,3.33,4.088373693,5.071730052,0.152796105,Emerson Hancock,27470,676106
Louie Varland,MIN,4,3,0,17,10,68,9.397058955,2.250000032,2.117647089,0.280898876,0.79545455,0.442708333,0.210526315,95.30914804,4.632353006,4.58,5.019746267,3.808786445,0.152583577,Louie Varland,27691,686973
Andrew Kittredge,TBR,2,0,1,14,0,11.2,7.714287396,1.542857479,0.77142874,0.305555556,0.80882353,0.378378378,0.076923076,,3.085714958,3.9,3.426468968,4.154489653,0.147607431,Andrew Kittredge,12828,552640
Luke Little,CHC,0,0,0,7,0,6.2,16.20000618,5.40000206,0,0.384615385,1,0.538461538,0,96.68076782,0,3.74,1.905039845,2.649048418,0.14527455,Luke Little,28036,681432
Josh Winder,MIN,2,1,1,19,0,34.2,7.269231302,3.634615651,0.778846211,0.31372549,0.73660714,0.409523809,0.066666666,94.53968978,4.153846459,4.8,3.976194259,4.997372091,0.143356428,Josh Winder,24606,680739
Hunter Gaddis,CLE,2,1,0,11,7,42,5.142857376,3.000000136,1.285714344,0.26119403,0.75098814,0.26618705,0.077922077,93.75065765,4.500000204,3.9,5.25504045,6.429042529,0.141424529,Hunter Gaddis,25636,683769
Génesis Cabrera,- - -,2,1,0,61,0,55.2,9.377248508,3.880240762,1.293413587,0.278911565,0.73667712,0.383116883,0.119402985,96.04556599,4.04191746,4.18,4.440669481,4.562368338,0.139166385,Genesis Cabrera,17490,650893
Matt Barnes,MIA,1,0,0,24,1,21.1,8.437502012,4.218751006,0.843750201,0.348484848,0.69277108,0.492537313,0.105263157,93.60153835,5.484376308,4.7,4.145665572,4.399432038,0.138901621,Matt Barnes,12863,598264
Rob Zastryzny,PIT,1,0,0,21,1,20.2,6.532260677,5.661292587,0.435484045,0.338235294,0.61797753,0.388059701,0.037037037,93.0417622,4.790324496,4.7,4.319556914,5.850549334,0.135898568,Rob Zastryzny,15094,642239
Andrew Saalfrank,ARI,0,0,0,10,0,10.1,5.225807577,3.483871718,0,0.225806452,0.81818182,0.709677419,0,,0,3.43,3.255040359,3.735045811,0.134289831,Andrew Saalfrank,26203,685314
Tucker Davidson,- - -,1,2,2,38,1,51.1,8.064936463,3.331169409,1.051948234,0.358024691,0.6314433,0.441717791,0.115384615,91.41689211,5.961039995,5.16,4.268027548,4.42337091,0.13364211,Tucker Davidson,19871,656353
Danny Young,ATL,0,0,0,8,0,8.1,11.88000181,2.16000033,0,0.368421053,0.91666667,0.47368421,0,,1.080000165,3.48,2.415040231,3.605453676,0.130450442,Danny Young,18439,664849
Bennett Sousa,- - -,0,0,0,7,0,9,10.00000212,2.000000424,1.000000212,0.238095238,0.60606061,0.454545454,0.1,94.54038086,4.000000848,3.23,3.143929225,3.536542368,0.129234225,Bennett Sousa,21345,656986
Justin Bruihl,- - -,1,0,0,27,0,28,7.071429354,3.535714677,0.642857214,0.313253012,0.6122449,0.494117647,0.071428571,,5.464286319,4.67,4.112183312,4.836963717,0.128457639,Justin Bruihl,23779,677865
Ryan Sherriff,BOS,0,0,0,5,0,6.2,6.750001609,2.700000644,0,0.285714286,0.77777778,0.3,0,,2.700000644,4.24,3.105040324,5.337065724,0.12833558,Ryan Sherriff,12249,595411
Brandon Bielak,HOU,5,6,0,15,13,80,6.975000249,4.050000145,1.350000048,0.31092437,0.76225045,0.502024291,0.15,92.30565881,3.825000137,5.44,5.192540429,4.895892172,0.127547599,Brandon Bielak,19866,656232
Keynan Middleton,- - -,2,2,2,51,0,50.2,11.36842248,4.085526828,1.42105281,0.275862069,0.83333333,0.56557377,0.235294117,95.7374783,3.375000424,3.71,4.202408899,3.259263248,0.125933814,Keynan Middleton,15264,641871
Alex Young,CIN,4,2,1,63,0,53.2,8.385095949,3.35403838,1.67701919,0.277419355,0.78333333,0.48765432,0.181818181,91.46446491,3.857144137,4.07,4.987960189,4.260028515,0.125841185,Alex Young,18333,622065
Seth Martinez,HOU,2,3,1,35,0,43,9.418605487,3.976744539,1.046511721,0.333333333,0.65079365,0.37704918,0.106382978,91.15115517,5.232558604,5.41,4.41783116,4.713355197,0.118568994,Seth Martinez,21045,661527
Rafael Montero,HOU,3,3,1,68,0,67.1,10.55940674,3.876237917,1.470297141,0.357954545,0.72847682,0.411764705,0.152777777,96.11693816,5.079208304,4.61,4.458010747,4.102188834,0.118309252,Rafael Montero,12760,606160
Yerry De Los Santos,PIT,1,1,0,22,0,24.1,6.657535638,4.808220183,0.369863091,0.225352113,0.70945946,0.549295774,0.05,,3.328767819,3.74,4.035862441,4.860535287,0.118087254,Yerry De Los Santos,21420,660787
Jay Jackson,TOR,3,1,0,25,0,29.2,8.191012465,2.730337488,1.213483328,0.186666667,0.89285714,0.435897435,0.121212121,93.30055281,2.123595824,3.4,4.198860726,4.285173364,0.117765486,Jay Jackson,7432,543351
Ray Kerr,SDP,1,1,0,22,0,27,11.66666831,3.000000424,1.666666902,0.3125,0.71428571,0.397058823,0.208333333,96.05984305,4.333333946,4.67,4.180966416,3.24320488,0.11630702,Ray Kerr,23809,678061
Ty Blach,COL,3,3,0,20,13,78,5.769231051,2.769230905,1.730769315,0.346303502,0.73451327,0.391791044,0.168539325,89.47341783,5.538461809,7.26,5.626835347,5.013352062,0.113653459,Ty Blach,14361,621389
Tim Herrin,CLE,1,1,0,23,0,27.2,10.40964023,3.903615086,0.975903771,0.361111111,0.6443299,0.444444444,0.115384615,96.79128154,5.530121372,4.64,3.86949829,4.013612009,0.11299102,Tim Herrin,25139,682120
Levi Stoudt,CIN,0,1,0,4,2,10.1,7.838709919,6.96774215,0.870967769,0.405405405,0.57522124,0.447368421,0.09090909,94.6232431,9.580645456,5.23,5.093750093,5.595705202,0.111522646,Levi Stoudt,25650,686651
Yency Almonte,LAD,3,2,0,49,0,48,9.18750146,4.500000715,1.125000179,0.296,0.65495208,0.419847328,0.130434782,96.10129688,5.062500805,4.33,4.588373905,4.547835996,0.111437269,Yency Almonte,15068,622075
Ryan Thompson,- - -,1,2,1,31,0,30.2,6.163044373,2.347826428,0.88043491,0.2,0.64748201,0.611764705,0.12,91.78469703,3.815217945,3.18,4.331127472,4.407229457,0.109409504,Ryan Thompson,16647,657044
Jacob Webb,- - -,1,1,1,54,0,53.2,9.559008023,5.031056854,1.006211371,0.244444444,0.78947368,0.371428571,0.101694915,94.82621962,3.689441693,3.82,4.484854257,4.84909818,0.109009951,Jacob Webb,19274,657097
Caleb Thielbar,MIN,3,1,0,36,0,30.2,10.56521958,1.76086993,2.054348252,0.225352113,0.88541667,0.363636363,0.189189189,93.07654538,3.228261539,3.55,4.461562349,3.488975676,0.108598925,Caleb Thielbar,10078,573204
Orion Kerkering,PHI,1,0,0,3,0,3,18,6,0,0.5,0.8,0.666666666,0,98.59104919,3,2.56,1.255040359,1.255040359,0.107571654,Orion Kerkering,31776,689147
Luis García,SDP,2,3,0,61,0,59.2,7.994414771,3.620112349,0.905028087,0.297752809,0.73200993,0.615384615,0.162162162,97.62750876,4.072626393,4.07,4.294146682,4.012146883,0.107536063,Luis Garcia,6984,472610
Jackson Wolf,SDP,1,0,0,1,1,5,1.8,1.8,0,0.3,0.57142857,0.6,0,89.25598145,5.4,6.9,3.455040359,5.108392113,0.107030377,Jackson Wolf,29832,680232
Trevor May,OAK,4,4,21,49,0,46.2,7.714286765,5.592857905,0.771428677,0.240310078,0.74918567,0.307692307,0.06779661,94.86340554,3.278571875,4.58,4.712183415,5.688206837,0.104167745,Trevor May,6398,543507
Steven Cruz,KCR,0,0,0,10,4,12.2,10.65789607,7.815790454,0.710526405,0.294117647,0.74074074,0.342857142,0.055555555,98.00594762,4.973684835,4.73,4.755040548,6.078224785,0.103817202,Steven Cruz,23165,674444
Tyler Alexander,DET,2,1,0,25,1,44,9.00000078,1.022727361,1.636363778,0.295081967,0.65326633,0.3203125,0.125,90.09411881,4.50000039,3.61,4.095949523,4.137188442,0.103670817,Tyler Alexander,17735,641302
Shawn Dubin,HOU,0,0,0,3,1,9,11,3,1,0.423076923,0.61643836,0.407407407,0.1,95.20738782,7,5.16,3.588373693,3.980986753,0.098459363,Shawn Dubin,24977,681869
Jacob Barnes,STL,0,1,0,13,0,13.2,5.268294031,1.975610262,0.658536754,0.354166667,0.53398058,0.428571428,0.047619047,95.17550486,5.926830785,3.96,3.913577113,5.502874118,0.098349273,Jacob Barnes,12323,606930
Tanner Banks,CHW,1,4,1,32,3,61,7.524590634,2.360655885,1.475409928,0.281609195,0.72307692,0.371584699,0.126582278,92.85341961,4.426229785,4.39,4.697663401,4.707741902,0.098349057,Tanner Banks,16990,621383
Randy Vásquez,NYY,2,2,0,11,5,37.2,7.884956484,4.300885355,1.194690376,0.235849057,0.88888889,0.363636363,0.108695652,94.49972656,2.867256903,5.37,4.980704237,5.274178087,0.098286545,Randy Vasquez,24719,681190
John Schreiber,BOS,2,1,1,46,2,46.2,10.22142996,4.821429228,1.157143015,0.301724138,0.77922078,0.420168067,0.130434782,93.38013109,3.857143383,4.13,4.519326246,4.477630112,0.097907144,John Schreiber,20020,670167
Thomas Pannone,MIL,0,0,0,1,0,2.2,13.50000322,3.375000805,0,0.555555556,0.66666667,0.444444444,0,89.65726247,6.750001609,4.7,1.380039912,3.860068135,0.094097108,Thomas Pannone,17281,623381
Silvino Bracho,CIN,0,0,0,5,0,7.1,7.36363764,7.36363764,0,0.263157895,0.72727273,0.315789473,0,92.19487749,3.68181882,3.04,4.07322232,6.327793284,0.0928284,Silvino Bracho,15051,611093
Matt Waldron,SDP,1,3,0,8,6,41.1,6.750000519,2.612903427,1.95967757,0.247933884,0.80729167,0.4,0.166666666,91.61312589,4.354839045,4.48,5.456653432,4.786032285,0.090588698,Matt Waldron,25550,663362
Braden Bristo,- - -,0,0,1,3,0,7,6.428571429,5.142857143,0,0.238095238,0.66666667,0.38095238,0,,2.571428571,3.35,3.540754645,6.13887883,0.090419104,Braden Bristo,20494,668754
Grant Anderson,TEX,2,1,0,26,0,35.2,7.570095617,3.532711288,1.261682603,0.317307692,0.7173913,0.462962962,0.125,92.96885329,5.046730411,4.07,4.656909918,4.688706287,0.082390621,Grant Anderson,20546,681982
Packy Naughton,STL,0,0,0,4,0,5,9.000001717,1.800000343,0,0.181818182,1,0.636363636,0,93.79909668,0,2.88,1.855040092,2.847051334,0.082269743,Packy Naughton,23292,676050
Jose E. Hernandez,PIT,1,3,0,50,0,50.2,11.01316094,3.907895816,1.598684652,0.294573643,0.69686411,0.386861313,0.160714285,94.71339598,4.973685584,4.16,4.478724908,3.996903029,0.081393532,Jose E. Hernandez,22318,669796
Alek Jacob,SDP,0,0,0,3,0,3,15.00000477,3.000000954,0,0,1,0.75,0,,0,0.7,0.921706284,1.472823711,0.081117243,Alek Jacob,29628,689690
Roansy Contreras,PIT,3,7,1,19,11,68.1,7.243902675,4.214634284,1.448780535,0.315270936,0.62634989,0.37735849,0.126436781,94.37953677,6.585366068,5.48,5.186747739,5.199063875,0.080401331,Roansy Contreras,22810,672710
John McMillon,KCR,0,0,0,4,0,4,18,0,2.25,0,1,0.2,0.25,98.97345236,2.25,1.74,2.505040359,0.908392113,0.079161525,John McMillon,27942,669111
Denyi Reyes,NYM,0,2,0,9,3,19.2,7.779662023,3.661017423,1.372881533,0.360655738,0.5704698,0.396825396,0.136363636,92.05264977,7.779662023,5.23,4.882159214,4.748620481,0.074478284,Denyi Reyes,20526,660593
Vinny Nittoli,NYM,0,0,0,3,0,3.2,7.36363764,0,0,0.363636364,0.8,0.272727272,0,,2.45454588,2.67,2.436858399,5.59325775,0.073270135,Vinny Nittoli,16754,657697
Mauricio Llovera,- - -,2,3,0,30,0,35,7.457144076,3.857143488,0.771428698,0.302752294,0.59055118,0.468468468,0.09090909,,4.885715084,4.93,4.340754823,4.785343692,0.072001163,Mauricio Llovera,20080,661440
Ryne Stanek,HOU,3,1,0,55,0,50.2,9.059211663,3.730263626,1.42105281,0.257575758,0.75757576,0.307142857,0.103896103,98.18678209,4.085526828,4.04,4.597145791,5.057173843,0.069852062,Ryne Stanek,15947,592773
Jose A. Ferrer,WSN,3,0,0,39,0,34,6.617649286,3.441177629,1.058823886,0.333333333,0.70484581,0.578431372,0.181818181,95.49236284,5.029413458,3.71,4.549158442,4.089562364,0.06672971,Jose A. Ferrer,24017,678606
Tyler Kinley,COL,0,4,5,18,0,16.1,9.367348762,3.306123092,1.653061546,0.367346939,0.71428571,0.196078431,0.107142857,96.61020952,6.061225669,4.67,4.846877404,5.293439681,0.066050328,Tyler Kinley,18297,641755
Andrew Bellatti,PHI,1,0,0,27,0,24.2,9.121623973,4.378379507,1.459459836,0.291666667,0.70063694,0.328947368,0.117647058,94.29204644,5.108109425,4.9,4.795581297,4.966417543,0.065938607,Andrew Bellatti,10657,571479
Connor Phillips,CIN,1,1,0,5,5,20.2,11.32258099,5.661290497,2.177419422,0.254901961,0.64,0.339285714,0.178571428,96.39522011,6.96774215,4.67,5.916330764,5.011194403,0.06548503,Connor Phillips,27649,683175
Zack Burdi,TBR,0,0,0,3,0,4,11.25,4.5,0,0.461538462,0.25,0.461538461,0,94.3514506,11.25,5.62,2.255040359,4.321730052,0.065321438,Zack Burdi,19159,641420
Seranthony Domínguez,PHI,5,5,2,57,0,50,8.640001978,3.960000906,1.260000288,0.290780142,0.77039275,0.424657534,0.122807017,97.63184763,3.780000865,4.67,4.835040721,4.899861735,0.0645504,Seranthony Dominguez,19249,622554
Eduard Bazardo,- - -,0,0,0,12,0,16,8.437500503,2.250000134,1.125000067,0.282608696,0.67901235,0.395833333,0.117647058,94.36114046,4.500000268,3.25,3.755040389,3.886726636,0.064389721,Eduard Bazardo,20997,660825
Guillo Zuñiga,STL,0,0,0,2,0,2,18,0,0,0.5,0.5,0,0,99.39798991,4.5,3.23,-0.744959641,0.908392113,0.063382983,Guillo Zuniga,19588,670871
Jacob Latz,TEX,0,0,0,3,0,6.1,7.105263515,4.263158109,0,0.071428571,1,0.357142857,0,94.47790527,0,2.15,3.097145615,5.18559004,0.062069077,Jacob Latz,21306,656641
Jackson Stephens,ATL,0,0,0,5,0,12,8.250000656,3.750000298,0.75000006,0.342857143,0.84337349,0.411764705,0.1,93.47494507,3.000000238,3.53,3.755040399,4.049500218,0.061586853,Jackson Stephens,14420,623451
Chris Paddack,MIN,1,0,0,2,0,5,14.4,1.8,1.8,0.416666667,0.71428571,0.307692307,0.25,95.37763672,5.4,3.69,3.255040359,1.977721763,0.061170366,Chris Paddack,20099,663978
Sammy Peralta,CHW,2,0,0,16,0,20,8.100002317,4.950001416,0.900000257,0.288135593,0.69852941,0.393442622,0.086956521,,4.050001159,4.04,4.405040689,5.006395378,0.059252918,Sammy Peralta,25589,671111
Thyago Vieira,MIL,0,1,0,2,0,3,6,3,0,0,0,0.142857142,0,,0,3.93,2.921707026,5.677293283,0.059044335,Thyago Vieira,14510,600986
Isiah Kiner-Falefa,NYY,0,0,0,4,0,4,2.25,0,0,0.266666667,0.75,0.2,0,72.82762655,2.25,6.95,2.755040359,6.888419744,0.058651097,Isiah Kiner-Falefa,16512,643396
Sean Hjelle,SFG,2,1,0,15,0,29,9.620690921,4.034483289,0.931034605,0.397727273,0.59055118,0.533333333,0.15,,6.517242237,4.58,4.220557728,4.015972704,0.058117196,Sean Hjelle,21481,663546
Peyton Battenfield,CLE,0,5,0,7,6,34.2,7.009615899,3.115384844,1.817307826,0.27,0.66298343,0.429906542,0.159090909,91.15557399,5.192308073,6.16,5.360809745,4.834294625,0.056925938,Peyton Battenfield,25777,685410
Michael Tonkin,ATL,7,3,1,45,0,80,8.437500805,2.587500247,1.462500139,0.240566038,0.6779661,0.382882882,0.135416666,,4.275000408,3.9,4.430040472,4.301562564,0.056667816,Michael Tonkin,10315,543859
Janson Junk,MIL,0,1,0,2,1,7.1,6.1363647,2.45454588,1.22727294,0.28,0.58139535,0.583333333,0.166666666,92.47980957,4.90909176,3.85,4.4823133,4.062328298,0.056286491,Janson Junk,23301,676083
Trey Wingenter,DET,1,0,0,17,0,17,11.64706013,3.705882769,1.058823648,0.333333333,0.64655172,0.431818181,0.111111111,95.96571321,5.823530065,3.87,3.960922792,4.182118791,0.054594822,Trey Wingenter,17793,622259
Nick Lodolo,CIN,2,1,0,7,7,34.1,12.32038881,2.62135932,2.62135932,0.434782609,0.81132075,0.46,0.27027027,93.8615484,6.291262369,4.83,5.789021036,3.784380619,0.054101951,Nick Lodolo,26378,666157
Trent Thornton,- - -,1,2,0,27,1,31.1,7.468086091,1.723404483,1.436170402,0.284090909,0.82758621,0.397849462,0.131578947,94.01029988,2.010638563,3.09,4.244402192,4.175062821,0.053932421,Trent Thornton,17948,663423
Joe Jacques,BOS,2,1,1,23,1,26.2,6.750000885,3.375000443,0.675000089,0.357142857,0.68584071,0.647058823,0.095238095,,5.062500664,4.07,4.530040527,4.857055076,0.05247587,Joe Jacques,25178,682175
Kyle Hurt,LAD,0,0,0,1,0,2,13.5,0,0,0,1,0.666666666,0,95.7305603,0,0.21,0.255040359,1.081716236,0.052153442,Kyle Hurt,27514,669165
Dany Jiménez,OAK,0,2,1,25,1,23.1,8.100001104,5.400000736,1.157143015,0.142857143,0.76923077,0.280701754,0.09375,93.24545209,3.471429044,3.77,4.926469159,5.522494502,0.051727921,Dany Jimenez,21170,666204
Darius Vines,ATL,1,0,0,5,2,20.1,6.196721408,3.098360704,1.327868873,0.203389831,0.69148936,0.403225806,0.096774193,89.95796712,3.98360662,4.01,4.976351862,5.579002906,0.05029913,Darius Vines,25928,670241
Daniel Hudson,LAD,0,0,1,3,0,3,15,9,0,0.333333333,1,0.5,0,95.52943999,0,2.25,2.921707026,4.57505878,0.049154274,Daniel Hudson,7146,543339
Jared Shuster,ATL,4,3,0,11,11,52.2,5.126582526,4.443038189,1.196202589,0.277108434,0.65527066,0.357142857,0.088607594,91.52437827,5.810126863,5.44,5.381622741,6.133802307,0.045140583,Jared Shuster,27472,694363
Hogan Harris,OAK,3,6,0,14,6,63,8.000000484,4.000000242,1.428571515,0.304812834,0.55952381,0.396907216,0.116279069,92.68185334,7.142857575,5.13,5.016945228,5.210409539,0.043601319,Hogan Harris,21520,663687
