Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2023 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV,,playerid
Adam Cimber,RP,R,R,TOR,33,5.156,-0.621540904,,,0,,,LAA,1,1650000,1650000,,15288
Josh Harrison,3B/2B,R,R,PHI,36,11.122,-0.626155853,,,0,,,,,,,,8202
Johnny Cueto,SP,R,R,MIA,38,15.143,-0.662395895,,,0,,,,,,,,6893
Jaime Barria,SP,R,R,LAA,27,4.035,-0.685379505,,,0,,,CLE,1,0,,,18356
Cam Gallagher,C,R,R,CLE,31,5.073,-0.688179493,,,0,,,PHI,1,0,,,12981
Matt Bush,RP,R,R,TEX,38,5.058,-0.704495966,,,0,,,,,,,,1246
Kolten Wong,2B,L,R,LAD,33,10.031,-0.723648071,,,0,,,BAL,1,0,,,12532
Rowdy Tellez,1B/DH,L,L,MIL,29,5.004,-0.728759885,,,0,,,PIT,1,3200000,3200000,,15679
Wil Myers,1B/RF/LF,R,R,CIN,33,10.018,-0.735495627,,,0,,,,,,,,10047
AJ Pollock,LF/RF/DH,R,R,SFG,36,11.040,-0.751600206,,1,4000000,4000000,,,,,,,9256
Trey Mancini,1B/RF/LF,R,R,CHC,32,6.141,-0.765000522,,,0,,,MIA,1,0,,,15149
Jesse Winker,LF/RF/DH,L,L,MIL,30,6.080,-0.799971938,,,0,,,WSN,1,2000000,2000000,,13590
Joey Wendle,3B/2B/SS,L,R,MIA,34,6.088,-0.805725932,,,0,,,NYM,1,2000000,2000000,,13853
Joey Wendle,3B/2B/SS,L,R,MIA,34,6.088,-0.805725932,,,0,,,ATL,1,19892,19892,,13853
Dominic Leone,RP,R,R,SEA,32,7.133,-0.820366621,,,0,,,CHW,1,1500000,1500000,,13763
Eric Lauer,SP,R,L,MIL,29,4.111,-0.834185362,,,0,,,PIT,1,0,,,19316
Martín Maldonado,C,R,R,HOU,37,11.156,-0.835730851,,,0,,,CHW,1,4250000,4250000,,6887
Jared Walsh,1B,L,L,LAA,30,3.114,-0.86601162,,,0,,,TEX,1,181452,181452,,18607
Eduardo Escobar,3B/2B,S,R,LAA,35,11.128,-0.867517173,,,0,,,TOR,1,0,,,6153
Austin Nola,C,R,R,SDP,34,4.045,-0.899115086,,,0,,,KCR,1,975000,975000,,15941
Jorge López,RP,R,R,BAL,31,5.102,-0.919920206,,,0,,,NYM,1,2000000,2000000,,14527
Jorge López,RP,R,R,BAL,31,5.102,-0.919920206,,,0,,,CHC,1,373978,373978,,14527
Eric Haase,C,R,R,CLE,31,3.058,-1.0453403,,,0,,,MIL,1,516129,516129,,14111
Enrique Hernández,2B/SS/3B/OF,R,R,LAD,32,9.054,-1.11350739,,,0,,,LAD,1,4000000,4000000,,10472
Jean Segura,2B/3B,R,R,MIA,34,11.018,-1.275679708,,,0,,,,,,,,5933
Jurickson Profar,LF/RF/1B,S,R,SDP,31,9.165,-1.568436623,,,0,,,SDP,1,1000000,1000000,,10815
Jose Iglesias,SS/2B,R,R,SDP,34,10.036,,,,0,,,NYM,1,800000,800000,,10231
Jimmy Nelson,RP,R,R,LAD,35,9.107,,,,0,,,,,,,,10547
Drew Pomeranz,RP,R,L,SDP,35,11.013,,,,0,,,LAA,1,0,,,11426
Drew Pomeranz,RP,R,L,SDP,35,11.013,,,,0,,,SFG,1,693548,693548,,11426
Miguel Sanó,DH/1B,R,R,MIN,31,7.066,,,,0,,,LAA,1,875000,875000,,12164
Trevor Bauer,SP,R,R,JPN,33,7.158,,,,0,,,,,,,,12703
Joe Ross,SP,R,R,SFG,31,6.018,,,,0,,,MIL,1,1750000,1750000,,12972
Adalberto Mondesi,SS/2B/3B,S,R,BOS,28,6.088,,,,0,,,,,,,,13769
Corey Knebel,RP,R,R,PHI,32,7.151,,,,0,,,CHW,1,0,,,15010
Alex Reyes,RP,R,R,LAD,29,6.056,,,,0,,,,,,,,15015
Lou Trivino,RP,R,R,NYY,32,5.163,,,,0,,,NYY,1,1500000,1500000,,15043
Adam Plutko,SP,R,R,KBO,32,3.030,,,,0,,,,,,,,15846
Víctor Arano,RP,R,R,WSN,29,4.022,,,,0,,,,,,,,15915
Rhys Hoskins,1B,R,R,PHI,31,6.053,,,1,14000000,14000000,,MIL,2,34000000,17000000,,16472
Elieser Hernández,SP,R,R,NYM,29,5.044,,,,0,,,LAD,1,0,,,16933
Brett Martin,RP,L,L,TEX,29,4.151,,,,0,,,,,,,,17369
Erick Fedde,SP,R,R,KBO,31,4.099,,,,0,,,CHW,2,15000000,7500000,,17425
Jarlín García,RP,L,L,PIT,31,6.114,,,,0,,,,,,,,18282
Justin Dunn,SP,R,R,CIN,28,4.020,,,,0,,,,,,,,19268
Codi Heuer,RP,R,R,CHC,27,4.000,,,,0,,,,,,,,23293
Jung Hoo Lee,CF,L,R,KBO,25,0.000,,,,0,,,SFG,6,113000000,18833333.33,,33824
Yoshinobu Yamamoto,SP,R,R,JPN,25,0.000,,,,0,,,LAD,12,325000000,27083333.33,,33825
Yuki Matsui,RP,L,L,JPN,28,0.000,,,,0,,,SDP,5,28000000,5600000,,33826
Naoyuki Uwasawa,SP,R,R,JPN,30,0.000,,,,0,,,TBR,1,0,,,33828
Shota Imanaga,SP,L,L,JPN,30,0.000,,,,0,,,CHC,4,53250000,13500000,,33829
Mark Melancon,RP,R,R,ARI,39,13.098,,,,0,,,,,,,,4264
Justin Wilson,RP,L,L,MIL,36,11.035,,,,0,,,CIN,1,1500000,1500000,,4301
Leury García,2B/SS/LF/RF,S,R,CHW,33,8.025,,,,0,,,ATL,1,0,,,5913
Jake Odorizzi,SP,R,R,TEX,34,10.042,,,1,8000000,8000000,,TBR,1,0,,,6397
Woo-Suk Go,RP,R,R,KBO,25,0.000,,,,0,,,MIA,2,4500000,2250000,,sa3012630
