Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2024 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV,,playerid
Eloy Jiménez,DH/RF/LF,R,R,BAL,28,6.000,-0.920132816,0.501080036,1,6000000,6000000,,TBR,1,0,,,17484
Enyel De Los Santos,RP,R,R,CHW,29,4.015,-0.947051704,0.083939232,,0,,,ATL,1,0,,,18403
Omar Narváez,C,L,R,NYM,33,7.159,-0.989980578,0.016706502,,0,,,CHW,1,0,,,13338
Adam Duvall,LF/RF,R,R,ATL,36,8.151,-1.016972661,0.015361924,1,3000000,3000000,,,,,,,10950
Dylan Carlson,RF/LF/CF,S,L,TBR,26,4.104,-1.035372376,0.606942236,,0,,,,,,,,20126
Yan Gomes,C,R,R,CHC,37,11.169,-1.181063652,0.031120995,,0,,,,,,,,9627
Bryan De La Cruz,RF/LF/CF,R,R,PIT,28,3.056,-1.237318158,0.044027377,,0,,,ATL,0,0,,,19600
Tim Anderson,SS/2B,R,R,MIA,32,8.043,-1.444553494,0.059142917,,0,,,LAA,1,0,,,15172
Martín Maldonado,C,R,R,CHW,38,12.100,-1.500829101,-0.295605451,,0,,,SDP,1,0,,,6887
José Abreu,1B,R,R,HOU,38,10.054,-1.509443521,-0.061716475,,0,,,,,,,,15676
Eddie Rosario,LF/RF/DH,L,R,ATL,33,9.080,-2.023011684,-0.099632338,,0,,,,,,,,12155
Brandon Drury,2B/1B/3B,R,R,LAA,32,8.001,-2.088920355,0.250858098,,0,,,,,,,,11615
Roki Sasaki,SP,R,R,JPN,23,,,3.377088308,,0,,,LAD,1,0,,,sa3025686
Hyeseong Kim,2B/SS,L,R,KBO,26,,,1.371313572,,0,,,LAD,3,12500000,4166666.667,,sa3012639
Anthony DeSclafani,SP,R,R,MIN,35,10.062,,0.840819478,1,8000000,8000000,,,,,,,13050
Tomoyuki Sugano,SP,R,R,JPN,35,,,0.708544374,,0,,,BAL,1,13000000,13000000,,sa3025685
Kyle Hart,SP,L,L,KBO,32,0.128,,0.371169925,2,14500000,7250000,,,,,,,19646
Noah Syndergaard,SP,L,R,CLE,32,8.131,,0.242944732,,0,,,,,,,,11762
Huascar Ynoa,SP,R,R,ATL,27,3.117,,0.195159495,,0,,,MIN,1,0,,,20468
Kendall Graveman,RP,R,R,HOU,34,9.078,,0.123490535,,0,,,,,,,,15514
James Karinchak,RP,R,R,CLE,29,4.099,,0.067773066,,0,,,,,,,,20151
Dylan Covey,RP,R,R,PHI,33,4.119,,0.065270163,,0,,,NYM,1,850000,850000,,14825
Lou Trivino,RP,R,R,NYY,33,6.163,,0.053513497,,0,,,,,,,,15043
Keynan Middleton,RP,R,R,STL,31,7.023,,0.046500176,,0,,,,,,,,15264
Trevor Gott,RP,R,R,ATH,32,6.057,,0.003651598,,0,,,,,,,,15046
Max Stassi,C,R,R,CHW,34,8.033,,0.0024113,,0,,,SFG,1,0,,,10059
José Urquidy,SP,R,R,HOU,30,5.049,,-9.99029E-05,,0,,,,,,,,18413
Shintaro Fujinami,RP,R,R,NYM,31,1.079,,-0.004085208,,0,,,SEA,1,0,,,31839
Daniel Bard,RP,R,R,COL,40,8.103,,-0.14961648,,0,,,,,,,,7115
