playerid,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO,MLBAMID
14168,José Berríos,TOR,11,12,0,32,32,189.2,8.731107674,2.467486951,1.186291804,0.2890625,0.7638191,0.415730337,0.126262626,3.653778755,4.51,3.993177482,4.005639595,2.789130688,0.20429009,94.29500651,4.063755985,,,,0.31460674,93.81915415,6.004468091,0.18488253,84.1047134,-2.257027473,0.29622063,82.62880747,2.688730072,,,,,,,,,,,,,,,,,89.84622468,116.0341379,95.88497496,92.29027027,,,,,99.60657357,103.5515668,102.6388624,,621244
14212,Josh Hader,SDP,2,3,33,61,0,56.1,13.57988288,4.792899841,0.479289984,0.263636364,0.88815789,0.354545454,0.057692307,1.278106624,2.34,2.686992971,3.520856204,1.731595635,,,,,,,0.73512476,96.3024641,10.53217407,0.03166987,88.62989761,0.312808469,0.23320537,85.87197788,6.458347425,,,,,,,,,,,,,,,,,69.03428571,,,115.4839096,108.9898305,,,,112.3912831,95.19725759,107.498237,,623352
14295,Wandy Peralta,NYY,4,2,4,63,0,54,8.500002402,5.000001413,1.166666996,0.218045113,0.85209003,0.573529411,0.189189189,2.833334134,4.7,5.051337163,4.49900395,-0.419756144,0.04328018,95.8289024,1.301381279,,,,0.38496583,95.92629553,4.794048585,0.44077449,89.06229813,1.75311036,0.1309795,88.8017663,-4.288437959,,,,,,,,,,,,,,,,,98.94948454,,61.99583333,87.8559633,106.8356522,,,,93.65461802,95.77286203,98.07913341,,593974
14309,Frankie Montas,NYY,1,0,0,1,0,1.1,6.750001609,6.750001609,0,0.4,1,0.8,0,0,3.43,4.005040538,4.005040538,0.006632674,0.11538462,95.42266846,-0.24754601,,,,0.34615385,94.45735677,-0.87089821,,,,0.23076923,88.95593262,0.285822086,,,,,,,0.30769231,85.75440979,0.215829682,,,,,,,,,,103.5,88.9,,,101,59.6,84.56153846,94.63461538,92.60769231,,593423
14332,Joel Payamps,MIL,7,5,3,69,0,70.2,9.806605185,2.165094651,1.018868071,0.272222222,0.81120944,0.459459459,0.114285714,2.547170178,3.23,3.481455486,3.647511493,1.190991163,0.20535714,95.46761209,6.835447274,,,,0.23482143,95.33852186,3.494762369,0.12232143,89.10829151,-0.345642783,0.4375,84.24018654,2.121538818,,,,,,,,,,,,,,,,,94.90948905,,101.4987755,100.8048387,114.1928571,,,,106.0534467,100.0159355,103.110385,,606303
14361,Ty Blach,COL,3,3,0,20,13,78,5.769231051,2.769230905,1.730769315,0.346303502,0.73451327,0.391791044,0.168539325,5.538461809,7.26,5.626835347,5.013352062,0.113653459,0.54984177,89.47341783,-8.474853192,,,,,,,0.22072785,80.04989219,-3.770933744,0.1653481,83.83680893,-4.716814153,0.06408228,79.09577998,-0.352985557,,,,,,,,,,,,,,20.12759857,66.26419753,,68.71683453,,,170.1794258,,74.5837421,102.3317279,87.66677519,,621389
14374,Tyler Glasnow,TBR,10,7,0,21,21,120,12.15,2.775,0.975,0.294117647,0.70035461,0.512280701,0.144444444,3.525,3.55,2.913373693,2.745054175,3.206777334,0.4432133,96.49115234,4.386252511,,,,,,,0.00277008,92.09227905,0.14527325,0.34626039,90.18405625,9.715403955,0.20775623,83.99740104,5.985810749,,,,,,,,,,,,,,77.9,151.8720297,128.2566545,,93.57435508,,,,121.126452,100.6891235,108.6686906,,607192
14375,Amir Garrett,KCR,0,1,0,27,0,24.1,10.35616574,7.39726124,1.479452248,0.3,0.85164835,0.475409836,0.166666666,3.328767558,4.93,5.556410523,5.050127255,-0.220334738,0.29411765,95.03884626,-0.973463181,,,,0.2605042,95.0125378,0.399691787,,,,0.44537815,86.17532982,-1.663211115,,,,,,,,,,,,,,,,,,,90.41717172,90.2,97.5259434,,,,91.70677966,90.27250471,88.17306968,,607237
14416,Yunior Marte,PHI,1,1,2,40,0,39.1,8.694917222,3.889831389,1.372881667,0.341666667,0.67137809,0.488,0.157894736,5.033899444,4.58,4.678769495,4.293024492,0.161288977,0.08714286,98.3474001,-1.544323742,,,,0.47142857,97.71255327,-3.978834495,,,,0.44142857,86.95998306,-0.443605207,,,,,,,,,,,,,,,,,,,103.0933333,118.5553623,118.9747573,,,,117.2724138,97.43333333,102.5416667,,628708
14420,Jackson Stephens,ATL,0,0,0,5,0,12,8.250000656,3.750000298,0.75000006,0.342857143,0.84337349,0.411764705,0.1,3.000000238,3.53,3.755040399,4.049500218,0.061586853,0.17699115,93.47494507,1.993882734,0.32743363,89.92112938,-2.382921513,0.23893805,92.46447302,-0.278849985,0.0619469,84.24622454,-0.603945822,,,,0.19469027,75.01289506,1.003536463,,,,,,,,,,,,,,78.01176471,113.9795455,58.56,67.74117647,118.3222222,,111.1631579,,90.01078067,107.0732342,104.7230483,,623451
14444,Hyun Jin Ryu,TOR,3,3,0,11,11,52,6.576923077,2.423076923,1.557692308,0.271604938,0.77617329,0.455621301,0.163636363,3.461538462,3.85,4.908886513,4.407623945,0.368650347,0.29518072,88.77156409,-1.322031815,0.18795181,85.16205303,1.961120296,0.11807229,87.61619101,2.660957523,0.22771084,78.14611235,-3.976248212,,,,0.17108434,68.92173746,-2.063855674,,,,,,,,,,,,,,74.06666667,87.82676056,74.69847909,72.60506329,,,91.8656051,,79.66153846,105.3856335,95.25475113,,547943
14509,Dereck Rodríguez,- - -,0,0,0,4,0,5.1,1.687500421,8.437502106,3.375000842,0.318181818,0.44642857,0.458333333,0.166666666,15.18750379,10.62,10.56754218,9.412583343,-0.201540749,0.36082474,90.53409511,-0.094905883,,,,,,,,,,0.22680412,85.61224088,-0.521407951,0.16494845,74.25772858,-0.412600599,,,,0.24742268,83.32271322,-3.638722565,,,,,,,,124.9545455,101.275,60.53142857,,,,72.7375,,86.41957542,86.09899132,83.97735163,,605446
14510,Thyago Vieira,MIL,0,1,0,2,0,3,6,3,0,0,0,0.142857142,0,0,3.93,2.921707026,5.677293283,0.059044335,,,,,,,0.41666667,97.9745931,1.145596921,,,,0.58333333,88.02393741,0.779362045,,,,,,,,,,,,,,,,,,,107.1,89.325,108.8,,,,101.3388889,97.43055556,105.2666667,,600986
14524,José Leclerc,TEX,0,2,4,57,0,57,10.57894949,4.421053519,0.789473843,0.244274809,0.8,0.294117647,0.064935064,2.684211065,3.16,3.623461486,4.716586005,0.866445661,0.36196319,95.13155456,2.520791862,0.15746421,90.05616503,4.156218316,0.03067485,95.22009277,0.394123036,0.13292434,88.32519531,0.321336225,0.31595092,82.72942582,5.638926968,0.00102249,73.65799713,0.041571688,,,,,,,,,,,,,,66.43615385,,114.429912,86.46410256,112.8601942,,104.0160256,,104.4952381,96.82998987,96.72340426,,600917
14527,Jorge López,- - -,6,2,3,61,0,59,7.474577359,3.355932692,1.830508741,0.314285714,0.68578554,0.475675675,0.214285714,5.949153408,5.41,5.763515301,4.688730368,-0.919920191,0.15010352,96.94517612,-3.663885344,,,,0.35196687,96.7481273,-3.414950512,0.11697723,89.00979263,0.459720902,0.16149068,88.5358112,-1.265363116,0.2194617,84.01910055,-3.203676745,,,,,,,,,,,,,,93.73982301,,103.8386076,105.9042813,120.3525641,126.2141509,,,111.2978724,97.9963378,101.1813349,,605347
14542,Carlos Estévez,LAA,5,5,31,63,0,62.1,11.262033,4.475936194,1.01069527,0.34375,0.72562358,0.307228915,0.089743589,3.89839604,4.07,3.944879988,4.553887045,0.913806677,0.66814552,97.08361346,4.609329101,,,,,,,0.0621118,89.63597238,-1.946412034,0.26974268,88.30881219,-0.100663688,,,,,,,,,,,,,,,,,66.96857143,142.35,116.1320053,,130.551,,,,117.1693192,101.9389036,103.8029178,,608032
14552,José Ruiz,- - -,2,1,0,38,1,44.1,7.917294993,4.263158842,2.030075639,0.320610687,0.73846154,0.390070921,0.196078431,5.887219354,5.44,6.255041026,5.224686048,-0.652968563,0.31533742,96.47774342,-1.873722751,,,,0.20368098,96.16903209,-0.938306671,0.13128834,89.67844783,-1.278598316,,,,0.34969325,85.77193325,-6.331052043,,,,,,,,,,,,,,81.13551402,118.4926316,104.6548638,86.11746988,,,,,102.2494301,96.35846964,95.03346529,,614179
14663,Chi Chi González,MIA,0,0,0,3,0,3.2,7.36363764,2.45454588,2.45454588,0.428571429,0.75757576,0.6,0.333333333,7.36363764,6.16,5.98231356,3.789600978,-0.037605561,0.29333333,93.2327104,-0.863887716,,,,0.21333333,91.82769012,0.357565921,0.14666667,85.8353105,0.106942568,0.28,88.08579218,-2.045127887,0.06666667,82.4508606,0.32717951,,,,,,,,,,,,,,93.65454545,101.1,86.31428571,74.23,81.49047619,,,,83.37466667,109.0466667,106.252,,592346
14677,Duane Underwood Jr.,PIT,1,0,2,20,0,24.1,5.178082868,4.068493682,1.109589186,0.291666667,0.68181818,0.44,0.142857142,5.178082868,6.69,5.063259774,4.887385237,-0.172264278,,,,0.27893175,92.77527635,4.502350077,0.26409496,93.74061842,-0.001576461,0.25222552,88.86796301,-0.901714016,0.04154303,84.67283412,-2.338350173,0.16320475,83.03043324,-1.290812753,,,,,,,,,,,,,,76.01264368,116.0463768,63.925,89.98735632,,,101.9219512,,93.7148368,97.57566766,94.28753709,,621249
14681,Andrés Machado,WSN,4,1,0,44,0,50,7.740001181,2.340000357,2.16000033,0.297101449,0.75697211,0.420689655,0.24,5.220000797,5.52,5.495040701,4.028392231,-0.459354967,0.29069767,96.65397569,-5.481108729,,,,0.30361757,95.9896609,-1.879530743,0.27390181,89.74551334,6.258183815,0.13178295,88.48679726,-1.061553605,,,,,,,,,,,,,,,,,80.78356808,,106.9320175,106.8450216,109.3617647,,,,99.61211735,103.5309949,102.911352,,600921
14691,Harold Castro,COL,0,0,0,2,0,2,0,4.5,0,0.444444444,0.66666667,0.444444444,0,9,5.44,6.255040359,9.561743867,-0.016686264,0.64285714,66.1973131,-0.381224275,,,,,,,0.35714286,51.71502075,-0.661286771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605612
14706,Anthony Banda,WSN,0,0,0,10,0,7,7.714286765,6.428572304,1.285714461,0.363636364,0.73529412,0.409090909,0.166666666,6.428572304,11.83,5.969326444,5.529342173,-0.069840565,0.5625,95.68198785,-2.354354575,,,,0.06875,96.24164373,0.478672992,0.25,88.59075317,-0.000946868,0.11875,87.1945608,-0.165177833,,,,,,,,,,,,,,,,,71.01794872,,96.45257732,107.425,95.25,,75.1,,91.30116279,101.5563953,98.29302326,,607455
14735,Brett Phillips,LAA,0,0,0,1,0,0.1,0,27.00002816,0,0.5,1,0,0,0,9.12,12.25504975,17.21511018,-0.013966359,0.85714286,73.79988607,-0.795983907,,,,,,,0.14285714,56.27339935,0.264443666,,,,,,,,,,,,,,,,,,,,,,44.7,,,,,,44.7,95.6,66.7,,621433
14739,Paul Blackburn,OAK,4,7,0,21,20,103.2,9.028939128,3.733119063,0.954983946,0.349834983,0.73848238,0.413461538,0.1,4.427652842,4.42,3.959220441,4.33415961,1.49488233,0.14346667,91.99913099,-6.765565354,0.20426667,88.85966089,-9.109070688,0.24373333,91.72090439,-2.840194046,0.1104,85.90504522,4.230613723,0.18026667,80.83412884,1.587664165,0.11786667,79.09927782,3.729457639,,,,,,,,,,,,,,67.0252381,88.6803653,77.12710623,81.50666667,90.99647059,,106.0997389,,86.84636902,100.4706884,96.51428028,,621112
14764,Wes Parsons,TOR,0,1,0,1,1,4,6.75,6.75,4.5,0.470588235,0.44642857,0.315789473,0.285714285,20.25,7.44,11.25504036,7.648405929,-0.194688246,0.30337079,94.01222512,-2.194855724,,,,0.24719101,92.90987882,-0.73692346,0.05617978,88.97368164,-0.099077363,0.07865169,87.00447301,0.028188936,0.31460674,83.34222412,-1.993062247,,,,,,,,,,,,,,89.1,108.1,95.3,117.7,143.8,,,,117.4439655,86.34051724,87.91034483,,641149
14765,Julio Urías,LAD,11,8,0,21,21,117.1,8.974432207,1.840909171,1.840909171,0.282958199,0.74723247,0.370820668,0.161073825,4.602272927,4.16,4.686858603,4.127336517,1.238222718,0.45051379,92.86554622,0.92325148,0.09248242,87.21606017,-0.71852988,,,,0.15684154,86.20262662,-8.813791618,,,,0.30016225,79.34818412,4.624642435,,,,,,,,,,,,,,91.05034483,132.4722523,90.04105642,,,,108.6403509,,104.6890743,105.2285791,106.5571044,,628711
14771,Emilio Pagán,MIN,5,2,1,66,1,69.1,8.437501547,2.725962038,0.649038581,0.220994475,0.68333333,0.315217391,0.053191489,2.985577471,3.66,3.269463439,4.573527114,1.178116325,0.54948162,95.79246456,11.93524481,0.30065975,87.72662287,8.077161606,,,,,,,,,,0.02544769,81.59459093,-0.508342896,,,,0.12346843,85.85032083,-2.723510761,,,,,,,0.00094251,,89.98148148,125.3284247,,,,92.32570533,95.43587786,110.8400438,104.0889567,107.290104,,641941
14814,Buck Farmer,CIN,4,5,3,71,0,75,8.400001709,3.480000708,1.320000269,0.241025641,0.72751323,0.333333333,0.111111111,4.200000854,4.07,4.615040636,4.890798341,0.61723119,0.42962357,94.02745536,-1.181557857,,,,,,,0.23076923,88.062313,-2.140259437,0.33878887,83.22043893,8.069577444,,,,,,,,,,,,,,,,0.00081833,98.17234043,,79.0634981,,120.0603865,,,,97.34754501,99.20400982,98.33674304,,571656
14825,Dylan Covey,- - -,1,3,0,29,1,43,6.279070055,3.558139698,1.046511676,0.313868613,0.75,0.542857142,0.15625,3.767442033,4.96,4.696900891,4.415674276,0.037449956,0.00544218,95.59715271,0.462395012,0.26938776,92.35734296,-2.631639149,0.41088435,95.19684768,-0.653444029,0.01360544,86.40985107,-0.490932349,0.2122449,87.68626404,4.015059028,0.04081633,84.71570638,-2.615366813,,,,0.04761905,86.76380441,1.829579636,,,,,,,,48.37142857,,,88.25827815,114.0929947,,100.813198,,96.56244686,97.72029972,99.16218879,,592229
14843,Michael Lorenzen,- - -,9,9,1,29,25,153,6.529411887,2.764705934,1.17647061,0.265765766,0.69811321,0.410480349,0.11299435,4.176470666,4.51,4.464190709,4.677545356,1.675996763,0.34756871,94.47578389,7.878174394,0.01945032,88.58217588,-2.313373487,0.1205074,93.88196015,4.963863183,0.21437632,84.58816703,0.592000306,0.2858351,84.8264915,3.025044374,0.01226216,82.72871346,-1.118823864,,,,,,,,,,,,,,95.05784314,102.6444444,97.7998782,81.58450704,116.4641557,,89.40454545,,101.3965919,100.9417303,100.681984,,547179
14844,Matt Dermody,BOS,0,1,0,1,1,4,2.25,2.25,4.5,0.166666667,0.9375,0.5,0.5,6.75,10.3,10.75504036,5.908392113,-0.174774408,0.30263158,91.78066619,-1.007560983,0.17105263,87.67663574,1.051253282,0.25,91.24150005,0.269500811,0.07894737,84.24404907,-1.214204241,0.15789474,80.61758423,0.157029256,0.03947368,74.13036601,-0.130775265,,,,,,,,,,,,,,40.5,84.4,71,85.7,93.1,,98.9,,81.05789474,97.81184211,91.95657895,,571616
14857,Joe Mantiply,ARI,2,2,0,35,3,39,6.461539884,2.076923534,0.923077126,0.267241379,0.57291667,0.537815126,0.1,4.615385631,3.93,3.844784079,4.207196214,0.263362959,0.05429072,90.30914208,-1.280627385,,,,0.42556918,89.6117506,-1.666920513,0.24168126,81.93004221,3.82586877,0.27845884,80.38961312,3.930691425,,,,,,,,,,,,,,,,,91.26231884,100.6163522,89.19473684,91.99830508,,,,,94.0505152,102.8850365,96.03831654,,573009
14874,Sam Moll,- - -,2,3,1,70,1,62.1,9.818185323,4.331552348,0.288770157,0.279503106,0.7635468,0.512345679,0.038461538,3.032086644,2.84,3.271083146,4.233237894,1.158107154,0.24292683,94.15687579,2.859664273,,,,0.36585366,93.51372461,6.855132703,0.01268293,86.43647649,-1.299184907,0.37853659,81.99790396,3.728622761,,,,,,,,,,,,,,,,,99.42142857,,90.84693446,45.81142614,111.9685456,,,,82.29752354,98.46304038,95.89023006,,594580
14916,Jon Gray,TEX,9,8,0,29,29,157.1,8.122881619,3.088983151,1.258474617,0.296037296,0.75607064,0.400447427,0.134969325,4.118644201,4.48,4.46902345,4.364127276,1.743623257,0.4237359,95.73690212,-18.33505518,,,,,,,0.11617217,88.89285212,4.800278265,0.39699122,87.20827303,21.97496203,0.06310071,78.38133149,-2.234425656,,,,,,,,,,,,,,76.76223022,99.45675676,82.37209073,,115.9628085,,,,97.16045597,100.6154088,100.1902516,,592351
14932,Ben Lively,CIN,4,7,0,19,12,88.2,8.018797395,2.537594112,2.03007529,0.296875,0.73958333,0.396363636,0.186915887,5.379699518,5.03,5.352784826,4.415664151,0.41830802,0.29211858,90.89910949,-8.906968564,0.08098337,88.53368378,1.134760767,0.21908894,91.47168291,-0.369734459,0.10195228,84.50440838,-1.967772406,0.23427332,80.25536054,5.728982855,0.07158351,76.49889952,-4.103059437,,,,,,,,,,,,,,58.91985816,100.6197802,79.99234234,83.39438944,71.03839286,,98.01764706,,78.77871471,101.3077031,95.08624745,,594902
14966,Reyes Moronta,LAA,0,0,0,2,0,1.1,13.50001408,20.25002112,6.750007041,0.6,1,0.166666666,0.5,6.750007041,15.59,16.75505444,9.485074489,-0.138080031,0.39583333,95.24547697,-1.95826241,,,,,,,0.14583333,88.85166713,-0.174968239,0.45833333,82.42931019,-0.609212622,,,,,,,,,,,,,,,,,79.57142857,,103.3947368,,131.8272727,,,,112.9520833,97.35833333,103.50625,,606625
14975,Chad Kuhl,WSN,0,4,1,16,5,38.1,7.278261473,6.573913589,1.878261025,0.333333333,0.5988024,0.306451612,0.150943396,8.452174614,8.79,6.776779782,6.34967478,-0.583787918,0.35194805,94.06388376,-7.885181852,,,,0.07532468,93.48260077,-2.523861438,0.04155844,87.31656837,-1.326598361,0.43376623,85.71988737,0.570857067,0.0974026,79.03737956,-3.092319209,,,,,,,,,,,,,,80.35454545,,79.17586207,97.96666667,111.0477612,105.1662162,,,102.0511188,92.71406276,94.16896069,,641771
14986,Giovanny Gallegos,STL,2,4,10,56,0,55,9.654547463,1.963636772,1.800000375,0.292517007,0.75098814,0.352564102,0.152777777,4.418182737,4.16,4.364131499,3.928519159,0.301225126,0.50113122,93.86182633,1.785259724,,,,,,,0.03506787,87.5769673,-2.173230473,0.46266968,85.1250382,0.393975127,,,,,,,,,,,,,,,,0.00113122,73.53548387,,78.18032037,,128.6875931,,,,101.4386207,100.0270115,100.1241379,,606149
14993,Scott Barlow,- - -,2,6,13,63,0,68,10.45588353,4.500000505,0.529411824,0.322033898,0.64618644,0.429378531,0.070175438,4.367647549,3.77,3.416805084,4.037997065,1.023590535,0.20934256,93.17674974,-2.817388151,,,,0.08131488,93.34698616,-1.407076385,,,,0.3884083,83.18916603,7.921835423,0.32093426,78.74320881,0.353895906,,,,,,,,,,,,,,,134.0047264,91.1972332,94.87857143,112.4006757,,,,113.6628582,97.83415033,100.5420379,,605130
15007,Yacksel Ríos,OAK,0,0,0,3,0,1.2,10.80000412,32.40001236,5.40000206,0.4,0.26315789,0.333333333,0.333333333,37.80001442,9.35,19.45504654,14.63107786,-0.14745301,0.69491525,96.60379549,-2.159365237,,,,,,,,,,0.28813559,86.81076229,-0.327894196,,,,,,,0.01694915,87.14250183,-0.038701233,,,,,,,,,,117.6365854,,121.5470588,,,10.4,115.7096774,77.52741935,79.47741935,,605441
15009,Kyle Finnegan,WSN,7,5,28,67,0,69.1,8.177885215,3.115384844,1.42788472,0.291005291,0.76719577,0.471794871,0.177419354,3.764423353,4.7,4.581963534,3.997941502,0.280129313,0.69981917,97.36825743,1.87711608,,,,,,,,,,0.05153707,89.71668551,-2.504796945,,,,,,,0.24864376,89.65088778,7.271861725,,,,,,,,,,100.4935401,,95.40862069,,,131.8781022,106.8749309,101.0948204,102.0177486,,640448
15036,Chase De Jong,PIT,0,0,0,6,0,11.1,5.558824153,4.764706417,4.764706417,0.307692308,0.51136364,0.244444444,0.222222222,13.50000151,8.42,11.01974711,8.076261255,-0.518698573,0.37777778,92.33008387,-4.263111409,,,,,,,,,,0.35555556,83.72191772,-2.05000896,0.15555556,76.87912946,-1.427001763,,,,0.11111111,85.74779297,-1.379248366,,,,,,,,,83.10857143,86.87176471,,105.4303797,,,81.15,92.14133333,87.73822222,91.35911111,,608328
15038,Germán Márquez,COL,2,2,0,4,4,20,7.65,1.35,1.8,0.267857143,0.67073171,0.48275862,0.222222222,4.95,4.83,4.605040359,3.493056938,0.234939799,0.34219269,95.90068454,-1.458787851,,,,0.2192691,95.01532167,-0.865032516,0.01328904,86.14859772,0.019594986,0.2923588,88.54073264,0.352822646,0.13289037,86.30935669,2.050209794,,,,,,,,,,,,,,97.45,,78.70873786,72.48939394,106.3773333,138.6867925,,,95,101.1162252,99.79304636,,608566
15042,Tim Mayza,TOR,3,1,1,69,0,53.1,8.943753412,2.531250966,0.337500129,0.331034483,0.88424437,0.58219178,0.071428571,1.518750579,3.38,2.598790109,2.979299925,1.259738207,,,,,,,0.76419753,93.44725616,7.763114955,,,,0.2345679,86.30498561,2.022713948,,,,,,,,,,,,,,,,0.00123457,,,,102.1739903,141.3068421,,,,111.4777638,101.5027638,101.6580402,,641835
15046,Trevor Gott,- - -,0,5,1,64,0,58,9.620691237,2.948276347,0.620689757,0.343023256,0.64676617,0.40229885,0.061538461,4.189655861,3.48,3.203316213,4.159658853,0.994601995,0.21801433,93.6231615,-0.175825335,,,,0.28045036,94.02517678,3.115823127,0.04094166,87.34215393,-2.499413256,0.38996929,89.37722995,2.929971654,0.07062436,80.92220406,-1.808871228,,,,,,,,,,,,,,65.67,89.88405797,86.23271028,102.2176471,,,101.9479058,,96.36556857,102.756811,97.55747747,,641627
15047,Austin Voth,BAL,1,2,0,25,0,34.2,8.826924696,3.894231483,1.557692593,0.323529412,0.72016461,0.336448598,0.127659574,5.192308645,4.13,5.101194544,5.092757978,-0.256259412,0.44042232,93.30898839,0.384683918,0.11312217,88.93158203,0.286713239,,,,,,,0.15837104,83.05174851,-1.492505997,0.28808446,77.4449955,-3.461675037,,,,,,,,,,,,,,,68.56701571,97.61678082,,141.8801887,,90.33513514,,95.29728097,99.96314199,100.0800604,,608723
15051,Silvino Bracho,CIN,0,0,0,5,0,7.1,7.36363764,7.36363764,0,0.263157895,0.72727273,0.315789473,0,3.68181882,3.04,4.07322232,6.327793284,0.0928284,0.43650794,92.19487749,1.748623632,,,,,,,0.38888889,81.30917172,-0.587957326,0.17460317,79.51935369,0.141709827,,,,,,,,,,,,,,,,,82.92708333,,80.86727273,,91.12173913,,,,83.52380952,96.10873016,90.28253968,,611093
15068,Yency Almonte,LAD,3,2,0,49,0,48,9.18750146,4.500000715,1.125000179,0.296,0.65495208,0.419847328,0.130434782,5.062500805,4.33,4.588373905,4.547835996,0.111437269,0.15703518,96.10129688,-0.084493969,0.00753769,92.86141968,-0.600666903,0.26884422,95.85980396,2.045878738,0.06407035,89.29240388,-3.071795478,0.50251256,83.17376953,5.544023126,,,,,,,,,,,,,,,,,86.61372549,,96.6552,114.1360577,128.50125,,98.78333333,,116.7112232,96.58827238,103.979319,,622075
15094,Rob Zastryzny,PIT,1,0,0,21,1,20.2,6.532260677,5.661292587,0.435484045,0.338235294,0.61797753,0.388059701,0.037037037,4.790324496,4.7,4.319556914,5.850549334,0.135898568,0.35475578,93.0417622,1.626148265,0.23136247,88.1203654,-0.263526943,,,,0.14138817,81.46733176,-2.508705281,0.27249357,82.20790028,0.564581502,,,,,,,,,,,,,,,,,99.83090909,104.4897196,99.45942029,,,,105.7842697,,102.0944649,97.27936992,99.69573215,,642239
15100,Ben Heller,ATL,0,0,0,19,0,18.2,7.714287554,5.303572693,0.964285944,0.274509804,0.76335878,0.490566037,0.105263157,3.857143777,4.77,5.022897924,5.312916743,-0.114217311,0.03548387,95.88479892,0.153595518,0.29032258,89.45840386,2.510948915,0.40967742,94.92342058,1.465707984,0.12580645,84.36642378,-3.773616172,0.13225806,78.51943598,0.430803228,,,,,,,,,,,,,,,,0.00645161,77.23589744,,72.5,78.06350365,95.98627451,,67.3010989,,77.69876161,94.11517028,92.17151703,,621294
15145,Justin Topa,SEA,5,4,3,75,0,69,7.956522619,2.347826347,0.521739188,0.295336788,0.73298429,0.567010309,0.083333333,2.608695941,2.97,3.153591073,3.55012567,1.068456531,,,,0.18546845,92.49771464,0.929068036,0.44646272,95.09973066,8.604566824,0.06787763,86.82901904,0.918085545,0.3001912,82.88955514,1.974289734,,,,,,,,,,,,,,,,,81.54929577,,,83.99271949,128.7149682,,106.1417526,,101.4068702,105.1533397,105.4892176,,623437
15157,Jimmy Yacabonis,NYM,2,1,0,7,0,13.2,7.243903282,3.951219972,1.317073324,0.285714286,0.6043956,0.409090909,0.117647058,6.58536662,4.83,5.084308865,5.238478138,-0.051655475,,,,,,,0.65367965,93.56072796,-0.102078259,0.08225108,86.05888929,0.69470625,0.26406926,82.49968782,-2.239880063,,,,,,,,,,,,,,,,,91.22105263,,,88.78675497,91.73934426,,,,89.76666667,99.37532468,99.39004329,,642231
15214,Brandon Dixon,SDP,0,0,0,1,0,1,0,0,0,0,1,0.333333333,0,0,0.34,3.255040359,6.561743867,0.006439835,1,50.30741664,0.753679968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-213.2857143,71.32857143,90.15714286,,641525
15239,Alan Busenitz,CIN,0,0,0,6,0,7,6.428572304,1.285714461,0,0.347826087,0.77777778,0.391304347,0,2.571428922,5.96,2.255040223,4.144585342,0.17275393,0.36448598,95.16168369,0.977624953,0.26168224,91.63865444,-0.20567628,0.04672897,94.93552246,0.434977658,0.02803738,90.88793945,0.086319067,0.07476636,84.09629059,0.438409314,0.22429907,83.75345357,-0.400266666,,,,,,,,,,,,,,57.125,185.7730769,75.59230769,64.7,98.6,,120.8,,114.327027,106.7162162,102.836036,,641427
15256,Cole Sulser,ARI,0,0,0,4,0,5.1,6.750000402,5.062500302,3.375000201,0.214285714,0.76923077,0.25,0.333333333,6.750000402,8.17,8.317540661,5.302561205,-0.157976881,0.4047619,93.05870864,-2.216934789,,,,,,,0.39285714,85.38204309,0.282097045,0.20238095,83.12107939,0.450601365,,,,,,,,,,,,,,,,,87.59090909,,99.94117647,,98.88235294,,,,94.875,95.60119048,93.35714286,,642121
15264,Keynan Middleton,- - -,2,2,2,51,0,50.2,11.36842248,4.085526828,1.42105281,0.275862069,0.83333333,0.56557377,0.235294117,3.375000424,3.71,4.202408899,3.259263248,0.125933814,0.26285047,95.7374783,3.284653064,,,,,,,0.42873832,87.90173573,3.875153761,0.30841121,86.00125954,-2.772602782,,,,,,,,,,,,,,,,,98.37983651,,113.6213333,,98.42159091,,,,102.3895773,96.82819407,99.49565335,,641871
15288,Adam Cimber,TOR,0,2,1,22,0,20.2,5.225807577,3.048387753,2.612903788,0.287878788,0.65217391,0.478873239,0.285714285,7.403227401,6.2,7.464718685,5.370543404,-0.621540904,0.41129032,85.3026131,-6.238254838,,,,0.2983871,85.16480152,5.584011827,,,,0.29032258,74.84977666,-3.929086737,,,,,,,,,,,,,,,,,,,120.0315789,94.66607143,122.2462963,,,,113.1061995,95.1,105.4743935,,643256
