playerid,Name,Projected WAR,Projected Years,Projected Total,Projected AAV,QO,Signing Team,Years,Total Salary,AAV
2967,Tommy Pham,,1,"$8,000,000 ","$8,000,000 ",,CHW,1,"$2,532,258 ","$2,532,258 "
10815,Jurickson Profar,,,$0 ,,,SDP,1,"$1,000,000 ","$1,000,000 "
5297,Aaron Hicks,,,$0 ,,,LAA,1,"$740,000 ","$740,000 "
19238,Lourdes Gurriel Jr.,,3,"$36,000,000 ","$12,000,000 ",,ARI,3,"$42,000,000 ","$14,000,000 "
10323,Rafael Ortega,,,$0 ,,,CHW,1,$0 ,
12180,Jorge Alfaro,,,$0 ,,,CHC,1,$0 ,
13836,Matt Duffy,,,$0 ,,,TEX,1,$0 ,
12981,Cam Gallagher,,,$0 ,,,PHI,1,$0 ,
13329,Jake Lamb,,,$0 ,,,PIT,1,$0 ,
9256,AJ Pollock,,1,"$4,000,000 ","$4,000,000 ",,,,,
15654,Billy McKinney,,,$0 ,,,NYY,1,$0 ,
14130,Daniel Vogelbach,,,$0 ,,,TOR,1,"$892,473 ","$892,473 "
13723,Jacob Stallings,,,$0 ,,,COL,1,"$2,000,000 ","$2,000,000 "
15464,Hunter Renfroe,,1,"$8,000,000 ","$8,000,000 ",,KCR,2,"$13,000,000 ","$6,500,000 "
18607,Jared Walsh,,,$0 ,,,TEX,1,"$181,452 ","$181,452 "
15104,Jonathan Davis,,,$0 ,,,MIA,1,$0 ,
12160,Ben Gamel,,,$0 ,,,NYM,1,"$800,000 ","$800,000 "
5273,Sandy León,,,$0 ,,,KCR,1,$0 ,
14811,Luke Voit,,,$0 ,,,NYM,1,$0 ,
12977,Michael Pérez,,,$0 ,,,BAL,1,$0 ,
8418,Ehire Adrianza,,,$0 ,,$0 ,LAA,1,$0 ,
12371,Tommy La Stella,,,$0 ,,,,,,
13359,Tyler Naquin,,,$0 ,,,,,,
15082,Adam Engel,,,$0 ,,,,,,
2900,Roberto Pérez,,,$0 ,,,BOS,1,$0 ,
12976,Austin Hedges,,,$0 ,,,CLE,1,"$4,000,000 ","$4,000,000 "
15271,Austin Wynns,,,$0 ,,,CIN,1,"$900,000 ","$900,000 "
9929,Darin Ruf,,,$0 ,,,,,,
14350,Raimel Tapia,,,$0 ,,,,,,
10047,Wil Myers,,,$0 ,,,,,,
2829,Manny Piña,,,$0 ,,,,,,
15117,Hunter Dozier,,,$0 ,,,LAA,1,$0 ,
15518,Amed Rosario,,2,"$18,000,000 ","$9,000,000 ",,TBR,1,"$1,500,000 ","$1,500,000 "
11038,Kevin Kiermaier,,2,"$20,000,000 ","$10,000,000 ",,TOR,1,"$10,500,000 ","$10,500,000 "
15672,Austin Meadows,,,$0 ,,,,,,
16403,Francisco Mejía,,,$0 ,,,LAA,1,$0 ,
9368,Evan Longoria,,,$0 ,,,,,,
19198,Yuli Gurriel,,,$0 ,,,ATL,1,,
13768,Travis Jankowski,,,$0 ,,,TEX,1,"$1,700,000 ","$1,700,000 "
10243,Randal Grichuk,,,$0 ,,,ARI,1,"$3,250,000 ","$3,250,000 "
15149,Trey Mancini,,,$0 ,,,MIA,1,$0 ,
12546,C.J. Cron,,1,"$5,000,000 ","$5,000,000 ",,BOS,1,$0 ,
10200,Tucker Barnhart,,,$0 ,,,ARI,1,"$409,785 ","$409,785 "
12775,Brad Miller,,,$0 ,,,SDP,1,$0 ,
13355,Luke Maile,,,$0 ,,,CIN,1,"$3,500,000 ","$3,500,000 "
15585,Mike Ford,,,$0 ,,,CIN,1,$0 ,
11902,Hanser Alberto,,,$0 ,,,,,,
12984,Jackie Bradley Jr.,,,$0 ,,,,,,
19262,Garrett Hampson,,,$0 ,,,KCR,1,"$2,000,000 ","$2,000,000 "
16451,Luis Guillorme,,,$0 ,,,ATL,1,"$1,100,000 ","$1,100,000 "
16424,Jordan Luplow,,,$0 ,,,ATL,1,$0 ,
15124,Tim Locastro,,,$0 ,,,NYM,1,$0 ,
4892,Mike Moustakas,,,$0 ,,,CHW,1,$0 ,
15941,Austin Nola,,,$0 ,,,KCR,1,"$975,000 ","$975,000 "
17161,Chad Wallach,,,$0 ,,,LAA,1,$0 ,
6153,Eduardo Escobar,,,$0 ,,,TOR,1,$0 ,
11339,Jake Marisnick,,,$0 ,,,LAA,1,$0 ,
8709,Elvis Andrus,,,$0 ,,,ARI,1,$0 ,
19514,Andrew Knizner,,,$0 ,,,TEX,1,"$1,825,000 ","$1,825,000 "
19293,Nick Senzel,,,$0 ,,,WSN,1,"$2,000,000 ","$2,000,000 "
6184,J.D. Martinez,,1,"$12,000,000 ","$12,000,000 ",,NYM,1,"$12,000,000 ","$8,966,565 "
17696,Kevin Newman,,,$0 ,,,ARI,1,"$800,000 ","$800,000 "
9952,Trayce Thompson,,,$0 ,,,NYM,1,$0 ,
11442,Gary Sánchez,,1,"$5,000,000 ","$5,000,000 ",,MIL,1,"$7,000,000 ","$7,000,000 "
14968,Victor Caratini,,,$0 ,,,HOU,2,"$12,000,000 ","$6,000,000 "
11265,Jonathan Schoop,,,$0 ,,,,,,
15998,Cody Bellinger,,6,"$144,000,000 ","$24,000,000 ","$20,325,000 ",CHC,3,"$80,000,000 ","$26,666,667 "
7859,Charlie Blackmon,,,$0 ,,,COL,1,"$13,000,000 ","$13,000,000 "
8202,Josh Harrison,,,$0 ,,,,,,
13499,Tom Murphy,,1,"$4,000,000 ","$4,000,000 ",,SFG,2,"$8,250,000 ","$4,125,000 "
15679,Rowdy Tellez,,,$0 ,,,PIT,1,"$3,200,000 ","$3,200,000 "
8090,Matt Carpenter,,,$0 ,,,STL,1,"$740,000 ","$740,000 "
11368,Yasmani Grandal,,1,"$6,000,000 ","$6,000,000 ",,PIT,1,"$2,500,000 ","$2,500,000 "
4940,Jason Heyward,,1,"$10,000,000 ","$10,000,000 ",,LAD,1,"$9,000,000 ","$9,000,000 "
10264,Brandon Belt,,1,"$9,500,000 ","$9,500,000 ",,,,,
6887,Martín Maldonado,,,$0 ,,,CHW,1,"$4,250,000 ","$4,250,000 "
15172,Tim Anderson,,1,"$8,000,000 ","$8,000,000 ",,MIA,1,"$5,000,000 ","$5,000,000 "
14128,Joey Gallo,,1,"$8,000,000 ","$8,000,000 ",,WSN,1,"$5,000,000 ","$5,000,000 "
18289,Brian Anderson,,,$0 ,,,SEA,1,$0 ,
13066,Teoscar Hernández,,3,"$45,000,000 ","$15,000,000 ",,LAD,1,"$23,500,000 ","$20,433,933 "
16505,Matt Chapman,,4,"$80,000,000 ","$20,000,000 ","$20,325,000 ",SFG,3,"$54,000,000 ","$20,000,000 "
19755,Shohei Ohtani,,10,"$450,000,000 ","$45,000,000 ","$20,325,000 ",LAD,10,"$700,000,000 ","$46,078,769 "
