playerid,Name,Projected WAR,Projected Years,Projected Total,Projected AAV,QO,Signing Team,Years,Total Salary,AAV
14813,Kyle Farmer,0.3,,,,,COL,1,"$3,250,000","$3,250,000"
5517,Kyle Higashioka,1.3,,,,,TEX,2,"$13,500,000","$6,750,000"
16451,Luis Guillorme,0.4,,,,,HOU,1,,
16622,Luis Urías,0.5,,,,,ATH,1,"$1,100,000","$1,100,000"
13355,Luke Maile,0.1,,,,,KCR,1,,
14712,Manuel Margot,0.5,,,,,,,,
11445,Mark Canha,0.7,1,"$8,000,000","$8,000,000",,,,,
6887,Martín Maldonado,-0.3,,,,,SDP,1,,
8090,Matt Carpenter,-0.2,,,,,,,,
13836,Matt Duffy,0,,,,,,,,
12144,Max Kepler,1,2,"$22,000,000","$11,000,000",,PHI,1,"$10,000,000","$10,000,000"
10059,Max Stassi,,,,,,SFG,1,,
11489,Michael A. Taylor,0.2,1,"$4,000,000","$4,000,000",,CHW,1,"$1,950,000","$1,950,000"
16376,Michael Conforto,1.3,1,"$12,000,000","$12,000,000",,LAD,1,"$17,000,000","$17,000,000"
12164,Miguel Sanó,0.1,,,,,,,,
15274,Mike Tauchman,1.4,,,,,CHW,1,"$1,950,000","$1,950,000"
12147,Nick Ahmed,0,,,,,TEX,1,,
20521,Nick Madrigal,0.2,,,,,NYM,1,"$1,350,000","$1,350,000"
19293,Nick Senzel,0.1,,,,,,,,
19339,Nicky Lopez,0.5,,,,,CHC,1,,
13338,Omar Narváez,0,,,,,CHW,1,,
18015,Paul DeJong,0.4,,,,,WSN,1,"$1,000,000","$1,000,000"
9218,Paul Goldschmidt,1.9,1,"$14,000,000","$14,000,000",,NYY,1,"$12,500,000","$12,500,000"
19251,Pete Alonso,2.4,5,"$125,000,000","$25,000,000","$21,050,000",NYM,2,"$54,000,000","$27,000,000"
17128,Ramón Laureano,0.4,,,,,BAL,1,"$4,000,000","$4,000,000"
10243,Randal Grichuk,0.4,,,,,ARI,1,"$5,000,000","$5,000,000"
15674,Reese McGuire,0.2,,,,,CHC,1,,
5254,Robbie Grossman,0,,,,,,,,
15679,Rowdy Tellez,0.4,,,,,,,,
13066,Teoscar Hernández,2.3,3,"$69,000,000","$23,000,000","$21,050,000",LAD,3,"$66,000,000","$20,940,454"
16426,Thairo Estrada,1.3,1,"$6,000,000","$6,000,000",,COL,1,"$4,000,000","$4,000,000"
15172,Tim Anderson,0.1,,,,,LAA,1,,
13755,Tomás Nido,0,,,,,DET,1,,
2967,Tommy Pham,0.5,1,"$3,000,000","$3,000,000",,PIT,1,"$4,025,000","$4,025,000"
7739,Travis d'Arnaud,1.3,1,"$7,000,000","$7,000,000",,LAA,2,"$12,000,000","$6,000,000"
13768,Travis Jankowski,0.1,,,,,,,,
10200,Tucker Barnhart,0,,,,,TEX,1,,
17982,Ty France,0.4,,,,,MIN,1,"$1,000,000","$1,000,000"
15711,Tyler O'Neill,2,3,"$51,000,000","$17,000,000",,BAL,3,"$49,500,000","$16,500,000"
11281,Whit Merrifield,0.5,,,,,,,,
15986,Willy Adames,3.9,6,"$150,000,000","$25,000,000","$21,050,000",SFG,7,"$182,000,000","$26,000,000"
9627,Yan Gomes,0,,,,,,,,
11368,Yasmani Grandal,1.2,,,,,,,,
17232,Yoán Moncada,1,,,,,LAA,1,"$5,000,000","$5,000,000"
19198,Yuli Gurriel,0,,,,,SDP,1,,
